token_slot,token_position,token_id,channel_slot,output_channel,setup_cycle,first_valid_cycle,final_cycle,reference,baseline_rtl_hex,baseline_rtl,baseline_absolute_error,baseline_relative_error,bucketgetter_rtl_hex,bucketgetter_rtl,bucketgetter_absolute_error,bucketgetter_relative_error,bucketgetter_vs_baseline_absolute_difference,bucketgetter_vs_baseline_relative_difference,bucketgetter_within_reporting_tolerance
10,138,450,3,819,112307,112308,112995,0.0499267578125,3d4c8000,0.0499267578125,0.0,0.0,3d4c8000,0.0499267578125,0.0,0.0,0.0,0.0,True
10,138,450,4,1092,112996,112997,113684,-0.118438720703125,bdf29000,-0.118438720703125,0.0,0.0,bdf29000,-0.118438720703125,0.0,0.0,0.0,0.0,True
10,138,450,5,1365,113685,113686,114373,0.012054443359375,3c458000,0.012054443359375,0.0,0.0,3c458000,0.012054443359375,0.0,0.0,0.0,0.0,True
10,138,450,6,1638,114374,114375,115062,-0.0230712890625,bcbd0000,-0.0230712890625,0.0,0.0,bcbd0000,-0.0230712890625,0.0,0.0,0.0,0.0,True
10,138,450,7,1911,115063,115064,115751,-0.16461181640625,be289000,-0.16461181640625,0.0,0.0,be289000,-0.16461181640625,0.0,0.0,0.0,0.0,True
10,138,450,8,2184,115752,115753,116440,0.061614990234375,3d7c6000,0.061614990234375,0.0,0.0,3d7c6000,0.061614990234375,0.0,0.0,0.0,0.0,True
10,138,450,9,2457,116441,116442,117129,-0.0277099609375,bce30000,-0.0277099609375,0.0,0.0,bce30000,-0.0277099609375,0.0,0.0,0.0,0.0,True
10,138,450,10,2730,117130,117131,117818,0.064910888671875,3d84f000,0.064910888671875,0.0,0.0,3d84f000,0.064910888671875,0.0,0.0,0.0,0.0,True
10,138,450,11,3003,117819,117820,118507,0.364410400390625,3eba9400,0.364410400390625,0.0,0.0,3eba9400,0.364410400390625,0.0,0.0,0.0,0.0,True
10,138,450,12,3276,118508,118509,119196,-0.061767578125,bd7d0000,-0.061767578125,0.0,0.0,bd7d0000,-0.061767578125,0.0,0.0,0.0,0.0,True
10,138,450,13,3549,119197,119198,119885,-0.126495361328125,be018800,-0.126495361328125,0.0,0.0,be018800,-0.126495361328125,0.0,0.0,0.0,0.0,True
10,138,450,14,3822,119886,119887,120574,0.187744140625,3e404000,0.187744140625,0.0,0.0,3e404000,0.187744140625,0.0,0.0,0.0,0.0,True
10,138,450,15,4095,120575,120576,121263,-0.078460693359375,bda0b000,-0.078460693359375,0.0,0.0,bda0b000,-0.078460693359375,0.0,0.0,0.0,0.0,True
11,139,6242,0,0,121264,121265,121952,0.000518798828125,3a080000,0.000518798828125,0.0,0.0,3a080000,0.000518798828125,0.0,0.0,0.0,0.0,True
11,139,6242,1,273,121953,121954,122641,-0.027740478515625,bce34000,-0.027740478515625,0.0,0.0,bce34000,-0.027740478515625,0.0,0.0,0.0,0.0,True
11,139,6242,2,546,122642,122643,123330,-0.1290283203125,be042000,-0.1290283203125,0.0,0.0,be042000,-0.1290283203125,0.0,0.0,0.0,0.0,True
11,139,6242,3,819,123331,123332,124019,-0.18927001953125,be41d000,-0.18927001953125,0.0,0.0,be41d000,-0.18927001953125,0.0,0.0,0.0,0.0,True
11,139,6242,4,1092,124020,124021,124708,-0.378692626953125,bec1e400,-0.378692626953125,0.0,0.0,bec1e400,-0.378692626953125,0.0,0.0,0.0,0.0,True
11,139,6242,5,1365,124709,124710,125397,-0.0030670166015625,bb490000,-0.0030670166015625,0.0,0.0,bb490000,-0.0030670166015625,0.0,0.0,0.0,0.0,True
11,139,6242,6,1638,125398,125399,126086,0.232391357421875,3e6df800,0.232391357421875,0.0,0.0,3e6df800,0.232391357421875,0.0,0.0,0.0,0.0,True
11,139,6242,7,1911,126087,126088,126775,-0.177520751953125,be35c800,-0.177520751953125,0.0,0.0,be35c800,-0.177520751953125,0.0,0.0,0.0,0.0,True
11,139,6242,8,2184,126776,126777,127464,0.07611083984375,3d9be000,0.07611083984375,0.0,0.0,3d9be000,0.07611083984375,0.0,0.0,0.0,0.0,True
11,139,6242,9,2457,127465,127466,128153,-0.03271484375,bd060000,-0.03271484375,0.0,0.0,bd060000,-0.03271484375,0.0,0.0,0.0,0.0,True
11,139,6242,10,2730,128154,128155,128842,0.145263671875,3e14c000,0.145263671875,0.0,0.0,3e14c000,0.145263671875,0.0,0.0,0.0,0.0,True
11,139,6242,11,3003,128843,128844,129531,0.090057373046875,3db87000,0.090057373046875,0.0,0.0,3db87000,0.090057373046875,0.0,0.0,0.0,0.0,True
11,139,6242,12,3276,129532,129533,130220,-0.047637939453125,bd432000,-0.047637939453125,0.0,0.0,bd432000,-0.047637939453125,0.0,0.0,0.0,0.0,True
11,139,6242,13,3549,130221,130222,130909,-0.111328125,bde40000,-0.111328125,0.0,0.0,bde40000,-0.111328125,0.0,0.0,0.0,0.0,True
11,139,6242,14,3822,130910,130911,131598,-0.0377197265625,bd1a8000,-0.0377197265625,0.0,0.0,bd1a8000,-0.0377197265625,0.0,0.0,0.0,0.0,True
11,139,6242,15,4095,131599,131600,132287,0.039154052734375,3d206000,0.039154052734375,0.0,0.0,3d206000,0.039154052734375,0.0,0.0,0.0,0.0,True
12,140,383,0,0,132288,132289,132976,-0.100189208984375,bdcd3000,-0.100189208984375,0.0,0.0,bdcd3000,-0.100189208984375,0.0,0.0,0.0,0.0,True
12,140,383,1,273,132977,132978,133665,0.367462158203125,3ebc2400,0.367462158203125,0.0,0.0,3ebc2400,0.367462158203125,0.0,0.0,0.0,0.0,True
12,140,383,2,546,133666,133667,134354,-0.1224365234375,bdfac000,-0.1224365234375,0.0,0.0,bdfac000,-0.1224365234375,0.0,0.0,0.0,0.0,True
12,140,383,3,819,134355,134356,135043,-0.018524169921875,bc97c000,-0.018524169921875,0.0,0.0,bc97c000,-0.018524169921875,0.0,0.0,0.0,0.0,True
12,140,383,4,1092,135044,135045,135732,-0.2611083984375,be85b000,-0.2611083984375,0.0,0.0,be85b000,-0.2611083984375,0.0,0.0,0.0,0.0,True
12,140,383,5,1365,135733,135734,136421,-0.142242431640625,be11a800,-0.142242431640625,0.0,0.0,be11a800,-0.142242431640625,0.0,0.0,0.0,0.0,True
12,140,383,6,1638,136422,136423,137110,0.192718505859375,3e455800,0.192718505859375,0.0,0.0,3e455800,0.192718505859375,0.0,0.0,0.0,0.0,True
12,140,383,7,1911,137111,137112,137799,-0.27935791015625,be8f0800,-0.27935791015625,0.0,0.0,be8f0800,-0.27935791015625,0.0,0.0,0.0,0.0,True
12,140,383,8,2184,137800,137801,138488,0.0426025390625,3d2e8000,0.0426025390625,0.0,0.0,3d2e8000,0.0426025390625,0.0,0.0,0.0,0.0,True
12,140,383,9,2457,138489,138490,139177,0.170074462890625,3e2e2800,0.170074462890625,0.0,0.0,3e2e2800,0.170074462890625,0.0,0.0,0.0,0.0,True
12,140,383,10,2730,139178,139179,139866,0.183929443359375,3e3c5800,0.183929443359375,0.0,0.0,3e3c5800,0.183929443359375,0.0,0.0,0.0,0.0,True
12,140,383,11,3003,139867,139868,140555,-0.012420654296875,bc4b8000,-0.012420654296875,0.0,0.0,bc4b8000,-0.012420654296875,0.0,0.0,0.0,0.0,True
12,140,383,12,3276,140556,140557,141244,-0.300628662109375,be99ec00,-0.300628662109375,0.0,0.0,be99ec00,-0.300628662109375,0.0,0.0,0.0,0.0,True
12,140,383,13,3549,141245,141246,141933,-0.0806884765625,bda54000,-0.0806884765625,0.0,0.0,bda54000,-0.0806884765625,0.0,0.0,0.0,0.0,True
12,140,383,14,3822,141934,141935,142622,-0.068511962890625,bd8c5000,-0.068511962890625,0.0,0.0,bd8c5000,-0.068511962890625,0.0,0.0,0.0,0.0,True
12,140,383,15,4095,142623,142624,143311,-0.053955078125,bd5d0000,-0.053955078125,0.0,0.0,bd5d0000,-0.053955078125,0.0,0.0,0.0,0.0,True
13,141,3568,0,0,143312,143313,144000,-0.06549072265625,bd862000,-0.06549072265625,0.0,0.0,bd862000,-0.06549072265625,0.0,0.0,0.0,0.0,True
13,141,3568,1,273,144001,144002,144689,0.253143310546875,3e819c00,0.253143310546875,0.0,0.0,3e819c00,0.253143310546875,0.0,0.0,0.0,0.0,True
13,141,3568,2,546,144690,144691,145378,-0.006622314453125,bbd90000,-0.006622314453125,0.0,0.0,bbd90000,-0.006622314453125,0.0,0.0,0.0,0.0,True
13,141,3568,3,819,145379,145380,146067,0.0255126953125,3cd10000,0.0255126953125,0.0,0.0,3cd10000,0.0255126953125,0.0,0.0,0.0,0.0,True
13,141,3568,4,1092,146068,146069,146756,0.10845947265625,3dde2000,0.10845947265625,0.0,0.0,3dde2000,0.10845947265625,0.0,0.0,0.0,0.0,True
13,141,3568,5,1365,146757,146758,147445,-0.0377197265625,bd1a8000,-0.0377197265625,0.0,0.0,bd1a8000,-0.0377197265625,0.0,0.0,0.0,0.0,True
13,141,3568,6,1638,147446,147447,148134,-0.01251220703125,bc4d0000,-0.01251220703125,0.0,0.0,bc4d0000,-0.01251220703125,0.0,0.0,0.0,0.0,True
13,141,3568,7,1911,148135,148136,148823,-0.4437103271484375,bee32e00,-0.4437103271484375,0.0,0.0,bee32e00,-0.4437103271484375,0.0,0.0,0.0,0.0,True
13,141,3568,8,2184,148824,148825,149512,-0.027679443359375,bce2c000,-0.027679443359375,0.0,0.0,bce2c000,-0.027679443359375,0.0,0.0,0.0,0.0,True
13,141,3568,9,2457,149513,149514,150201,0.00042724609375,39e00000,0.00042724609375,0.0,0.0,39e00000,0.00042724609375,0.0,0.0,0.0,0.0,True
13,141,3568,10,2730,150202,150203,150890,-0.063568115234375,bd823000,-0.063568115234375,0.0,0.0,bd823000,-0.063568115234375,0.0,0.0,0.0,0.0,True
13,141,3568,11,3003,150891,150892,151579,0.0482177734375,3d458000,0.0482177734375,0.0,0.0,3d458000,0.0482177734375,0.0,0.0,0.0,0.0,True
13,141,3568,12,3276,151580,151581,152268,0.116180419921875,3dedf000,0.116180419921875,0.0,0.0,3dedf000,0.116180419921875,0.0,0.0,0.0,0.0,True
13,141,3568,13,3549,152269,152270,152957,-0.145477294921875,be14f800,-0.145477294921875,0.0,0.0,be14f800,-0.145477294921875,0.0,0.0,0.0,0.0,True
13,141,3568,14,3822,152958,152959,153646,-0.243927001953125,be79c800,-0.243927001953125,0.0,0.0,be79c800,-0.243927001953125,0.0,0.0,0.0,0.0,True
13,141,3568,15,4095,153647,153648,154335,-0.004852294921875,bb9f0000,-0.004852294921875,0.0,0.0,bb9f0000,-0.004852294921875,0.0,0.0,0.0,0.0,True
14,142,2056,0,0,154336,154337,155024,0.0465087890625,3d3e8000,0.0465087890625,0.0,0.0,3d3e8000,0.0465087890625,0.0,0.0,0.0,0.0,True
14,142,2056,1,273,155025,155026,155713,0.26593017578125,3e882800,0.26593017578125,0.0,0.0,3e882800,0.26593017578125,0.0,0.0,0.0,0.0,True
14,142,2056,2,546,155714,155715,156402,0.07269287109375,3d94e000,0.07269287109375,0.0,0.0,3d94e000,0.07269287109375,0.0,0.0,0.0,0.0,True
14,142,2056,3,819,156403,156404,157091,-0.0325927734375,bd058000,-0.0325927734375,0.0,0.0,bd058000,-0.0325927734375,0.0,0.0,0.0,0.0,True
14,142,2056,4,1092,157092,157093,157780,-0.228851318359375,be6a5800,-0.228851318359375,0.0,0.0,be6a5800,-0.228851318359375,0.0,0.0,0.0,0.0,True
14,142,2056,5,1365,157781,157782,158469,-0.099365234375,bdcb8000,-0.099365234375,0.0,0.0,bdcb8000,-0.099365234375,0.0,0.0,0.0,0.0,True
14,142,2056,6,1638,158470,158471,159158,-0.13287353515625,be081000,-0.13287353515625,0.0,0.0,be081000,-0.13287353515625,0.0,0.0,0.0,0.0,True
14,142,2056,7,1911,159159,159160,159847,-0.46490478515625,beee0800,-0.46490478515625,0.0,0.0,beee0800,-0.46490478515625,0.0,0.0,0.0,0.0,True
14,142,2056,8,2184,159848,159849,160536,0.08538818359375,3daee000,0.08538818359375,0.0,0.0,3daee000,0.08538818359375,0.0,0.0,0.0,0.0,True
14,142,2056,9,2457,160537,160538,161225,-0.0772705078125,bd9e4000,-0.0772705078125,0.0,0.0,bd9e4000,-0.0772705078125,0.0,0.0,0.0,0.0,True
14,142,2056,10,2730,161226,161227,161914,-0.144287109375,be13c000,-0.144287109375,0.0,0.0,be13c000,-0.144287109375,0.0,0.0,0.0,0.0,True
14,142,2056,11,3003,161915,161916,162603,0.11279296875,3de70000,0.11279296875,0.0,0.0,3de70000,0.11279296875,0.0,0.0,0.0,0.0,True
14,142,2056,12,3276,162604,162605,163292,0.268402099609375,3e896c00,0.268402099609375,0.0,0.0,3e896c00,0.268402099609375,0.0,0.0,0.0,0.0,True
14,142,2056,13,3549,163293,163294,163981,-0.03424072265625,bd0c4000,-0.03424072265625,0.0,0.0,bd0c4000,-0.03424072265625,0.0,0.0,0.0,0.0,True
14,142,2056,14,3822,163982,163983,164670,-0.05413818359375,bd5dc000,-0.05413818359375,0.0,0.0,bd5dc000,-0.05413818359375,0.0,0.0,0.0,0.0,True
14,142,2056,15,4095,164671,164672,165359,-0.057830810546875,bd6ce000,-0.057830810546875,0.0,0.0,bd6ce000,-0.057830810546875,0.0,0.0,0.0,0.0,True
15,143,540,0,0,165360,165361,166048,0.07623291015625,3d9c2000,0.07623291015625,0.0,0.0,3d9c2000,0.07623291015625,0.0,0.0,0.0,0.0,True
15,143,540,1,273,166049,166050,166737,0.04107666015625,3d284000,0.04107666015625,0.0,0.0,3d284000,0.04107666015625,0.0,0.0,0.0,0.0,True
15,143,540,2,546,166738,166739,167426,-0.36968994140625,bebd4800,-0.36968994140625,0.0,0.0,bebd4800,-0.36968994140625,0.0,0.0,0.0,0.0,True
15,143,540,3,819,167427,167428,168115,-0.37335205078125,bebf2800,-0.37335205078125,0.0,0.0,bebf2800,-0.37335205078125,0.0,0.0,0.0,0.0,True
15,143,540,4,1092,168116,168117,168804,-0.1705322265625,be2ea000,-0.1705322265625,0.0,0.0,be2ea000,-0.1705322265625,0.0,0.0,0.0,0.0,True
15,143,540,5,1365,168805,168806,169493,0.20977783203125,3e56d000,0.20977783203125,0.0,0.0,3e56d000,0.20977783203125,0.0,0.0,0.0,0.0,True
15,143,540,6,1638,169494,169495,170182,0.031341552734375,3d006000,0.031341552734375,0.0,0.0,3d006000,0.031341552734375,0.0,0.0,0.0,0.0,True
15,143,540,7,1911,170183,170184,170871,-0.16278076171875,be26b000,-0.16278076171875,0.0,0.0,be26b000,-0.16278076171875,0.0,0.0,0.0,0.0,True
15,143,540,8,2184,170872,170873,171560,-0.0989990234375,bdcac000,-0.0989990234375,0.0,0.0,bdcac000,-0.0989990234375,0.0,0.0,0.0,0.0,True
15,143,540,9,2457,171561,171562,172249,0.1185302734375,3df2c000,0.1185302734375,0.0,0.0,3df2c000,0.1185302734375,0.0,0.0,0.0,0.0,True
15,143,540,10,2730,172250,172251,172938,-0.24029541015625,be761000,-0.24029541015625,0.0,0.0,be761000,-0.24029541015625,0.0,0.0,0.0,0.0,True
15,143,540,11,3003,172939,172940,173627,-0.23089599609375,be6c7000,-0.23089599609375,0.0,0.0,be6c7000,-0.23089599609375,0.0,0.0,0.0,0.0,True
15,143,540,12,3276,173628,173629,174316,0.4786376953125,3ef51000,0.4786376953125,0.0,0.0,3ef51000,0.4786376953125,0.0,0.0,0.0,0.0,True
15,143,540,13,3549,174317,174318,175005,-0.04156494140625,bd2a4000,-0.04156494140625,0.0,0.0,bd2a4000,-0.04156494140625,0.0,0.0,0.0,0.0,True
15,143,540,14,3822,175006,175007,175694,0.1533203125,3e1d0000,0.1533203125,0.0,0.0,3e1d0000,0.1533203125,0.0,0.0,0.0,0.0,True
15,143,540,15,4095,175695,175696,176383,0.2149658203125,3e5c2000,0.2149658203125,0.0,0.0,3e5c2000,0.2149658203125,0.0,0.0,0.0,0.0,True
