1 1 0 19f3 04 6441e88820e918d6adca5129 0000 0f 000000000000000000000000
0 1 1 219b 05 52011300a35c04130b285091 d16a 06 fa304300c0ca441074844702
0 1 1 914b 05 851649600a7e202b5a1932c3 6e10 06 0260a804304e1e942f40e280
0 1 1 f857 05 0cc4a115604515034a28b2d1 e008 07 3d51400852433e23d104a1c1
0 1 1 0d2f 05 3a91c2246293a9608f3d0656 c201 07 1430c02c7201041a02040019
0 1 1 a492 04 8dae41b0e534184e131d994a 5647 07 24195918b08f00131524e048
0 1 1 9fd2 05 15921c31724e50b5a650b35a ca40 07 1c220b1c2392767141003080
0 1 1 4a9a 04 107232a04410906a83d33934 0a49 07 0008cb1d4201382105309201
0 1 1 c342 05 8cf0d678d18c788086247486 4e06 07 11304010330904f0964ff685
0 1 1 dc60 05 2d6614c0148b0d91c964a398 a9c2 06 6200c73473a5f4200701a064
0 1 1 4215 05 01d28230614b20d2061c45a5 c2dd 08 044001b431090471410c2242
0 1 1 8984 05 3039169451de41e40c1c7282 cd38 06 80cbc40d3148885054f45380
0 1 1 0e56 05 20d19e05325474161d21d6fe 5528 07 a8224729501e44c201400002
0 1 1 4d59 05 19a30d14ca8541015314a655 1c83 07 08000104212a0540c801244d
0 1 1 5d9e 04 488360416812b0dc1ffeea60 0f0b 07 0c100104f0c70d70de22a782
0 1 1 befb 05 51178118888e7d855c3c328b 5644 06 3473cc70624020c0385836c3
0 1 1 2290 05 79019f488202054038643890 811c 07 18030404300714088c26b0c2
0 1 1 f25d 04 cd014a8433d62dad0856338d 9a74 07 0c10015e0491a490c1046201
0 1 1 9e45 04 2f8d1036122d3eeb1a47c4fc 05a8 08 0011810872490430c50c0065
0 1 1 09b0 04 54e98c4b6e13369250340392 9476 07 0501121252420c24c2044075
0 1 1 f6a7 04 1ab2d89ca32d512784a76098 c539 06 066b6318f3d208538944118a
0 1 1 81c5 04 350251780b83c24e9f336215 ecff 06 3130927c104e10314c46d0b3
0 1 1 68cf 05 5417c34171cc38a42016d4d3 0f44 08 08500527438f0d2b800cd181
0 1 1 84dd 05 3562916d486c68e51945624b e5b8 08 1450810040c6144b4a10100e
0 1 1 c84d 05 24784358b2c42671554c530a 040b 06 3ad0ac1c11590400042c804c
0 1 1 c9ce 05 1cdb872033980880102c73b0 1d55 07 1441823191ed125302246003
0 1 1 3874 05 28a2dd2c639705e10c7111e3 b14a 07 3c20861010c48954d6245148
0 1 1 8c98 05 70149016ec0d40b0054d44c3 12ac 07 0800438071803c6c4008604f
0 1 1 2a7a 05 60a0d43a010618155494e31d c16a 07 f4f08718e9430c60402c0090
0 1 1 b203 05 2437467da4842311840e81d9 0643 06 1d268b6901404040012252ca
0 1 1 3ed4 04 ad914e9e65f0aefa2aa3a61c 3477 06 2bb15000210f05a26b28564a
0 1 1 86dc 05 0d444d2dd36b4023956093e0 a397 07 1000ed3ca11a1400cb0012c1
0 1 1 3efc 05 1034e45c9345350442294005 e7c0 05 f460c3b833de106005455890
0 1 1 a21e 06 0ca88b0022452401ca24e0c6 67d9 06 20e78331005b4c18d211d9d9
0 1 1 7d1e 04 22381a61014408ae667f90b6 6632 07 0c164200a62b7102c4e81048
0 1 1 3c40 04 28b1431e8699da68976e12ef 41e2 07 3045843102041c4c01110142
0 1 1 7ab6 04 17315050d06c33262e6b504f ed39 06 1125e14411d91c17c2480018
0 1 1 af49 05 95e59628f50508b90c24d7c9 3cc2 08 004207a0128c44338c05708a
0 1 1 b515 05 2023906c700d14f2ea463397 9a88 07 04b3aa0892c604318b500080
0 1 1 19d7 04 88717cb09619f8b4c152836a 50d1 06 4975410c5305184884066959
0 1 1 8b1b 04 c853e08c089e0e0805a917c3 8d38 06 10e6070c49c1080382121952
0 1 1 fe47 05 68a0d438131315c4536422a9 ad31 07 58334108d401010191364002
0 1 1 9e86 05 8c40c252c1c534d24b49539a 9cc9 07 187bf14cd0020c70401c2141
0 1 1 63e5 05 4081052d01c1060442a825a1 2bb1 07 1ca40220b488088162d0208e
0 1 1 ab0a 05 4119941517a01e74584ca102 46c8 06 a984dc2c768e0852ca171004
0 1 1 f2d4 04 a0ada1ae2ca8144f790c8a02 a8a1 07 28105f6078c3355200241449
0 1 1 8b02 04 1d5ff247611e0cab3842f65c 41f4 06 dc228011b1c20560c83cd0c4
0 1 1 e4e4 05 4e82c27c61da3630c43c608b 0388 07 24300124018110e000a44200
0 1 1 8586 05 1064823456455435ca8c24c3 3ec6 07 08510824408504320e3410af
0 1 1 2236 05 2888043071452948097ae50a 3e90 07 140302088581046008124082
0 1 1 b989 05 bc18158ce0a335560469a4cc bf64 08 fc5051082041081401141041
0 1 1 be19 05 9f6c038a74520d72480951ca 6166 07 3601031d40c27a11031470c8
0 1 1 5645 05 2414054858ce1c715626320e 4b55 06 07d706f401485546073db24a
0 1 1 8e6c 05 a9d28f6160951930c010a008 77ea 07 04308520104258718388d340
0 1 1 9200 04 e0410508dd611529295f000b 79d7 06 2162c2336281bc83430c1689
0 1 1 2a5f 05 4d665a9833556ae7cd1ce0da a1a2 06 2c7665a962c5105060781207
0 1 1 8b31 05 70020f59c089a82401041293 c00b 06 4c800d24df5100410a1087e4
0 1 1 d84d 04 eeaf51f8c58a6e5e8c522185 e018 05 a7b16808d8a7d2335fe88f64
0 1 1 40e1 05 f905e024f68824404619426a 7ea8 06 01218799e44859031b2c438b
0 1 1 756c 05 6459a14041a13883a50896d8 e3f8 06 14c1142438184954a3482848
0 1 1 8637 05 19021298c2c1b148155013e9 0ea4 07 9892c51453cf4433900c614e
0 1 1 61fa 04 b5881ce4011d36650f700f00 500a 08 28200704000928500116a088
0 1 1 8138 05 09170a31faac19246058f104 4e62 06 3a971a045069c8a44204315c
0 1 1 6f16 04 5aa803a658a20c70554c40c5 090a 07 0a40811810911c40481c014f
0 1 1 7dd9 05 5082040dc8128d119691d958 e302 06 0872493cdb9300272e48a2d1
0 1 1 fce5 05 1c690d04e7bc54450e1943c2 8aea 06 8040a128514d1485c86c5183
0 1 1 8210 05 6c30c36469021931d0701486 10d2 08 00218300008018a2820466e1
0 1 1 01c3 05 32e25868221a3204830cf25a 8148 08 14008b0080cf0422c21820ab
0 1 1 c038 05 70340181898b29510948c889 3271 07 0c30d20815c20851c1eae0ca
0 1 1 3aab 05 89f74244d1060ce1430e32c5 05aa 07 1400800c80d2399064041156
0 1 1 0fb9 04 11a49e0ac6d30477d734919e 6f22 06 04e04480340204c7fbb87040
0 1 1 2496 05 10c64072676278414338921e c29f 08 18f0ca2842e434300e2c3182
0 1 1 cf37 05 40948a584246b4722600d396 bee7 08 0400860420c90481a1101204
0 1 1 f02b 05 2112820dd2de0c80d381e213 ba51 08 0810430c004030168b0850a7
0 1 1 a3b6 05 6462401cc687308263143d42 8823 07 3cc00d4710c10c1883004210
0 1 1 2edb 05 00439619208c08a50652108d 1ab5 08 02f00810110420104b50a108
0 1 1 e066 04 2dc7dc20fc3a04558390aff0 eac2 07 10f35204305e8833153c8308
0 1 1 7101 04 51eb1577e410a84aa83638ad d008 06 0c31b73811ad3402440f1060
0 1 1 5ad6 04 1b85ca58942f0c55de38e85e 8771 06 0e50801412462071470c5195
0 1 1 9278 06 1854c61c329038f20704e841 55db 07 190242201c8e3521930c8104
0 1 1 f684 05 8836cd2cf1063186432debcf b674 08 1c01414c4041133043788080
0 1 1 e740 05 40911f80c34455620f228688 f42e 07 346041042f0000f410183504
0 1 1 55af 04 e18108a8bb1b2d11c57bf893 aef1 06 1970c33dc3b5056207e91003
0 1 1 ef82 05 2c93624cb79859802849e946 4086 07 0225c00802c569205000b182
0 1 1 8552 04 51baa0f3a72e60b12d455c10 8107 06 52448098f60d147a430041cf
0 1 1 62d4 06 2a005039004018738320a180 6337 06 1e3552447210947886303888
0 1 1 67fd 05 8020d05cd24108e4f211c497 ad82 07 5430b80878030970030001ca
0 1 1 8b4e 04 3a27ec137530aa8ab9b0db42 2066 06 287c4aa323163d450348d349
0 1 1 8f32 05 59d9896032d449a55012e844 2440 0a 000041a02040002040080040
0 1 1 05c0 05 10720c36838368322129941a 3700 06 4445c81561cd14891100c484
0 1 1 0164 05 40d2453492414a510cdd0a8b 0596 06 80525f009341089f8c088559
0 1 1 91ff 04 14c5a0993d04264dd72ea80c aa0a 07 d9348b1000431d4480100241
0 1 1 5117 05 4273db19328f0559a241038b 9c0c 07 480041b840083801910c8180
0 1 1 fe2d 05 c494703085511861c520d748 dadb 07 2890101c50a40660463ba208
0 1 1 18e2 05 6262d15827cc497a614a45c9 2401 08 0c50442650c00054c4182004
0 1 1 d8a0 04 9443f481673009104488c52c 36e7 06 15204790116644e14200520a
0 1 1 e0a1 05 50b6142df145486721480058 3494 07 30610f2612002c00021460c1
0 1 1 08d6 05 095408291814101220485289 10bf 06 15320814784e51508c24a203
0 1 1 7172 05 14b0ab7c65604163ca34d448 8725 08 0c20c80030c7083082107903
0 1 1 98f6 05 547084a1c6c20cb315089207 d90b 07 36305674b05230211d1d408d
0 1 1 a37d 05 80d18d51d570260044532242 41a3 07 2670832c90170430bd448304
0 1 1 5337 05 04801141f04139508280b091 c5fc 06 3c628abc724c2013773ed037
0 1 1 9205 05 4814c421709800a8c0501199 5c5a 07 045701183104962302097141
0 1 1 1b27 04 99a920560e8a012a061a309f a5c9 06 08030d01c6cf8888c5210603
0 1 1 08f3 05 08484e21201164211330d518 2d0b 07 2c0c6b89c2011c5cc060e18d
0 1 1 afd4 06 8842071c435204a1c1193287 8130 06 8044c3004cc2188483320300
0 1 1 e764 04 4d0ea7ff63549307c223424e 1566 06 2813021b44c260c4418d408c
0 1 1 372f 05 00b40d00228594a308186311 1e3f 06 4854651ae2070060750c570b
0 1 1 5840 04 0ef1603851110deb6b1e46e2 11d8 07 bd531a0c80831016c44d7843
0 1 1 dbe7 05 21d04c6de1521d17f0c545c7 b936 06 5d129b56202c1081ea204c86
0 1 1 f2a5 05 44a19ca0c5464dc1d12a460b 6fbb 06 4d1dc08657c90d506210a18d
0 1 1 7548 04 fd4549c3c7474952c277f4e3 bd1e 07 4929c2286043199006043106
0 1 1 75f9 05 4608083ca3912c18c62c32c8 8060 07 283b0e1241550ce208100903
0 1 1 95a9 05 82234d70e67028a40334424c b34e 06 3c16da489fce0034ae2c1800
0 1 1 c965 04 45e79dd8f2df81c1ae158f5e faf9 08 5c70812851c10841cd1c4946
0 1 1 ebd8 05 4cb38911b11390678a90c045 6a72 06 9ca8c1145201051250999709
0 1 1 051c 04 be228fa8a51b81606a68b7c0 89d0 07 1030811c20012d81c64ea00d
0 1 1 8fdf 05 7a518f619618406458696286 0392 07 0c109704f0813430496460a0
0 1 1 9161 05 41556b44c21720805128234d b8c3 07 200046093f8c04120508220f
0 1 1 ef85 04 14726119050d29b5028ba107 f3e5 07 3412162432551071c108a0f9
0 1 1 b730 05 31b89d11c29c3830c869f354 2377 07 0451000803c21070a204a08c
0 1 1 83b2 05 1843ac3825561831923c6815 f024 07 1d424f0034400420c2003881
0 1 1 e844 05 0c828084c14921290a098503 3919 07 88005d66789844cb0204a185
0 1 1 a301 05 1cf38e2c62c918c0404cc620 da8b 07 0414610850450432080832c8
0 1 1 bc48 05 30c48a08780838f5046c70b4 c836 06 7087c8146f290c9159081062
0 1 1 a826 05 0c72223d82ea30a442a8d258 00e9 08 2411c404000215d27d480002
0 1 1 268b 04 552d1080cd00ad3ed30ca315 0411 07 382143541386496111244909
0 1 1 37d5 05 78629a2892882117ca84f081 027b 07 1c008519030710111312c1c1
0 1 1 7eaf 05 68611524f2ca3283d414ba88 408c 07 3021844c39000c31cf453044
0 1 1 cf4b 05 2509c029420d19109f782250 7508 07 043091050047082a4014a6cb
0 1 1 28a0 05 38a31c802c033710c464b16a 9526 06 0470163501bdb8a3af0c7192
0 1 1 0e9b 05 15135030228f81a2445105c6 bc70 07 50744418400002508300014a
0 1 1 b2ed 04 3d661c61f0766ca204bc1812 10a3 06 07073f01a887b0e242441088
0 1 1 a687 05 6c10951457a62470d7255323 a040 07 2830820c30060881573c32e3
0 1 1 c0bc 05 a4a49041510048f14939524c 92c2 06 54d07011c64eba50050839c1
0 1 1 62f2 05 08d20c5d94ca0d84863a73c2 058d 06 c0932a21038d0871170c32f5
0 1 1 ce00 05 76408b313256403a8461334f fb5e 07 48554964029e0151a6290441
0 1 1 c28d 05 44d10421b5522f058505b40e 2306 07 3c808500a18376aa865500c2
0 1 1 655d 04 d2b88bb92b2804e919210f8f 49f2 06 4c10402450fc4e41c13aa20c
0 1 1 81e7 04 55ba1c335e020b2600f2822e e621 07 517192483081400e0100300d
0 1 1 92db 05 1da4453916423812116ec315 b1af 06 5420e61492d50471800c80c1
0 1 1 17cd 05 3cc04b0c2a0e10b596097087 d102 06 081b03648885694395107241
0 1 1 cb7b 05 50804f2083162dc5123252df 23dc 06 969113bc504d1a83122fa042
0 1 1 2a78 05 71640305950c2c3a2641b388 0faa 06 00144c84a25b106d03a90841
0 1 1 8845 05 90a38c6713da0cc4c851b1ac 9dc2 07 1410410d51263114c7045240
0 1 1 fbcb 05 6414486032d64893fd34a790 184e 09 4440010410450c7880146042
0 1 1 af47 05 80321984184320c1cb3d9350 61e2 08 00520004100304408016e042
0 1 1 c1cf 05 10740230a1471108c07033c6 a91f 07 600083056282484202d49242
0 1 1 d584 05 5a091339411c0df1d4645985 2581 07 00b4d3e902912c01c7081154
0 1 1 1779 05 1101e69915a08c6186b26801 0767 07 14c1c5041e8d1cb6460170c1
0 1 1 0ace 05 98430a41106524216dad114c 4515 06 045d503473c30cf2c401c289
0 1 1 e8d3 05 88c80128c3a63077df08304a 5114 07 102053d401435100622091c0
0 1 1 197b 04 69838ab9cb5da1ba07199616 1686 06 6c11ce41520e3c30001c48c3
0 1 1 62f1 05 31c4194d621a115448189420 6876 06 38f6d6561188093141fd4180
0 1 1 f114 05 3863c690e3cb38c24e84d1c0 7a1c 06 3413093174673ea11250f740
0 1 1 1b5f 04 40278106830281248f6cc513 7495 08 2060832a31c2144042183084
0 1 1 ff3f 05 3de520331a821582121a129a 6b3b 06 2f41cbc920c204c0848d1988
0 1 1 4cdd 05 046847313309a0e20678a3c4 438f 06 0180d915014e30e0e34ac341
0 1 1 0892 04 345de28a7252119d9d345fe8 01b9 06 0de14d00c8c625a958f8149f
0 1 1 d930 04 3ec462a91a93617a0af91ad1 0f3d 07 3040c124b94a34a61d714113
0 1 1 59d4 05 4c88013da88435138d04338e cb8c 08 59e0451815840803040a7080
0 1 1 eed5 05 307350a866832010c89e0604 2a30 09 84404004010a08410200304a
0 1 1 9a54 05 a5554c11304264e0c96484da bb49 06 38108c24ea0f1095c020e003
0 1 1 6769 05 5419a254304521f6052e4a10 75de 07 1850c206608a3034011cf403
0 1 1 0b86 05 5ca39088a05464e26118d2d8 2660 07 0428881831821521c81640c0
0 1 1 64ec 05 1397d248538029044c506406 8523 06 9881062ce11fe814c860581a
0 1 1 7492 05 28356104cb0d548609406141 d521 07 45114610d7d21390412c1001
0 1 1 4503 05 6ce15999a10309204844139e 13c6 07 fc80848042c225c1010040c6
0 1 1 3321 05 64b90b7d73631125c346351a b11b 06 4c43650035878973c55750c1
0 1 1 0dfa 05 04f1651475064540c63f550d f284 06 b070e735e15611e590104242
0 1 1 21b2 05 757adc0484b06011d728e0a4 1a0b 06 1460c1909104e0c4402068f0
0 1 1 d503 05 29f5c13d169e13510408418a 14b2 06 0054436070030ba198240679
0 1 1 e061 04 75446d2cc114641c8b341999 6c80 06 0291538c30270560807c92e4
0 1 1 cc4c 05 4855d11450cb5db00bf4624c a4b7 08 0c90443c4001083383a811c3
0 1 1 1f43 04 84d351d965508942861080c8 75ed 07 0036c42c54491866e8a07057
0 1 1 0a56 05 b983cb85451a0250a4a237de ecda 06 bdf8464e34a2127042441046
0 1 1 bee7 05 11874d216ac44479c51dd350 04c6 07 10d0010d20c008600500f9c9
0 1 1 b8de 05 3070531c925c20e6d75171e2 208d 06 e053831b462d0c61cc111e7c
0 1 1 2b64 05 9162c01ca08120d4101e10ca f83b 07 455247291d003840852470c1
0 1 1 cd15 04 a3301479615ab4550889b31c 16e4 06 01c02a16218018120500c6d5
0 1 1 5563 05 4012cc6dc29a4cd68c8d1089 c122 07 04b3cb0050c108919e8c1043
0 1 1 80db 05 18e6c020724d488242324147 6fc8 06 1c16005a804831a5d11d9cd7
0 1 1 200f 05 28635228830650d0cd38590c a200 07 0830c8100c80005040400101
0 1 1 8873 04 841197668991964c24629097 8a16 06 08f9481120a304848428a047
0 1 1 646d 05 2d11862920c6441908345446 3a53 06 1692c608f4000a552a711908
0 1 1 3739 05 3ca1042e038a90289b388095 a9fb 07 25c90914da0f08838705b80f
0 1 1 2071 05 2300d018211b4893d914e712 2926 06 89a8c30411020004511a1209
0 1 1 0c86 05 2504932850cc5061896d0c84 740e 06 68b8c911e09015b31318f2c1
0 1 1 b36c 05 6c12095810c432044c5175d1 e1f5 06 106440b6630b09c0c31033d6
0 1 1 f13a 05 10a406804ade5c89cb39e102 820e 06 e4a100a424403801c7041082
0 1 1 a6f2 05 7964171ccb4e60315c0cf901 4218 0b 00100003e040002001040002
0 1 1 954b 05 30825458388abd63cf0c61c3 207d 07 1e60d11c28c01031c229e0c7
0 1 1 3d36 04 46077d62931a11f5f0a1e0ae eb1d 06 bf33f41890541c728f4c9408
0 1 1 c136 05 28328640a0ce2492480303ca a72f 06 3804266940894841c00d41d8
0 1 1 202c 05 46e8d31cc9d02cdd6130f2c3 02b0 07 34d24210c24905630b03e3c0
0 1 1 4e7f 05 25864315478b684c173166c8 25f3 06 ad02d52030590c24c13ca081
0 1 1 22cc 05 2299060142580d02160cf150 0e54 06 5a63d5bd91516011639f144e
0 1 1 26da 05 7026db28770209216064ca58 f900 07 0512881460441c03f8021181
0 1 1 38e4 05 35b2842ed34405028ea852e2 c3ba 07 1cb0c04407c40960443d68c0
0 1 1 4ce5 05 39f3d7252558158215892250 f867 06 6a848314508f203593441282
0 1 1 6f15 05 6828603960612a030819c412 011b 06 3c354038508e3d38d5275a07
0 1 1 1569 05 1066840c90a218f54835830c d880 08 44518eb400061c90030c1000
0 1 1 a096 05 04f9c709f24719c0f4508192 b260 06 9c30db14021f0db69290211a
0 1 1 7adc 05 2da84608131d04914474d1c5 18b7 06 18271152120b5d604b06b099
0 1 1 2e49 05 52b5110d824988d18b4046c1 812e 07 04d014f070170c90c1204380
0 1 1 010f 05 3b268530b3866c434a14c903 aa3d 07 0880525083c104e40117224d
0 1 1 4dde 06 3041c914428c8073cd4c3441 4791 06 00514144c0d0383d0f78310b
0 1 1 6e3e 04 0444296aaf652d40d8942513 ca95 06 10530420304a22d0cd58131a
0 1 1 96a6 05 29218240e19e1e6208496993 09a0 06 0d13123c11a20ac2571085cd
0 1 1 9b03 05 e4414a3814024c40e1186590 024d 06 3c1123a015120a1855047bc4
0 1 1 68a7 04 3220710ab9d0f08c291e8323 668f 06 0491e804cacc76f1c3095196
0 1 1 066c 05 04099169c10d80f34b941206 5aaf 06 292681e0914a902ec4104109
0 1 1 e74b 05 60524689b42d34b643529395 2529 09 00004006d001100040080041
0 1 1 4903 05 44b90478745981d19438118a cc11 06 587154082059292745049028
0 1 1 f6f9 05 58a6d4b894560442cc0c51a8 3962 06 3c40cd14294460d0720050c3
0 1 1 3a35 05 28144180b84650d806305106 e902 07 2631860d00c23d3054441c81
0 1 1 36a2 04 7d57ac2e269569e2537b6381 a284 08 0c20860031090430a41c5001
0 1 1 28d4 05 3013497c184428f1c75dc493 fa8b 06 25d6fb1952d504014a180282
0 1 1 aec8 05 0522938564c910271420215a acfc 06 1010c90709936c30c92c18c0
0 1 1 05c3 05 24b3531625015062854c91c7 4aa4 07 f970150c314714040428604c
0 1 1 6139 04 82c54b1875683dc6b3703455 1d2a 06 3931842c60527da282201062
0 1 1 3d8e 05 6ca08f4523092aa81d513184 60f7 07 14c04129008027c06b54d105
0 1 1 1a28 05 5930c15d84011d94552cd821 f0c7 06 58e848140088266255406348
0 1 1 4feb 04 489910b09c9e09455554c2ce 4ce9 06 18134928e08465157c28b281
0 1 1 e176 05 84204f2470cb450408483191 201c 08 0420aa0c20404c00cf202046
0 1 1 22b1 05 4888010c47873817634cb44a 8cbe 07 0650c00472116820820d4088
0 1 1 310b 04 f82b871b9c9420fe11840124 2806 08 1820c00441ab0130031c3086
0 1 1 b601 05 3521c350d24420a404a4300a 4b9e 07 1053c01122889c02810cb240
0 1 1 c5df 05 3d308470804a68a39f5099ae 0897 06 0965ca8cf703345845325182
0 1 1 ccf7 05 cd3846512285349289203882 f489 07 6ce8cc0492051c839358a187
0 1 1 5e22 05 31eac539b44628a309e814e6 a9d0 07 40018108400a2b448b686206
0 1 1 a830 05 7898813d57870d3d84760200 b479 07 04328244270503e103042201
0 1 1 951a 05 d861d962648e2912a0345446 3ea7 06 0003c40f86a618014f047a8a
0 1 1 b6c2 05 25538d0848da1551473d0149 aee3 07 1131021072d625e4060c3c48
0 1 1 5813 05 7a31654233e14041cc587101 5a40 06 0524142495440a6781083920
0 1 1 b563 05 84535198c7e45d7891c14152 b317 06 84710366e1160c0413c87092
0 1 1 e935 05 6901921db0cc8030da548303 caa4 08 08814e0c02800860d20820f5
0 1 1 13ea 05 8c201850015659498e1c34ee 7056 0a 0030e5041083043001042043
0 1 1 c624 05 31f126104482344642043b4a 5941 07 00600508108e0df0c205eb08
0 1 1 9305 05 4cc14648934c64434e2604c6 2790 07 0420802c68180831cb041000
0 1 1 db47 05 a130cd18961405610190ca84 d170 06 54938f64198921a54214b482
0 1 1 21f9 05 24c90429b04b7065e81ba14a 0c62 08 0410000c1041893100440180
0 1 1 b8c9 05 24144965d39a0d55131420a4 48c0 06 54158eedd1180a514d187000
0 1 1 d5f4 05 1c32e421c0954cc25650230c 4b18 06 7830b13542ca40014d7d0028
0 1 1 2700 05 7053011aa25810a1c84bc2e8 46b0 07 3d564c04838f4e02d5140342
0 1 1 2793 05 080284607a032846c40a24de 7b23 07 0852042409170012cc1081cc
0 1 1 3fec 04 90df1737e73ad5010df84105 9025 07 150083480149065146042007
0 1 1 6699 05 04a88124261f2c82c10d104a 0d32 07 2090110d43011b7092047282
0 1 1 0e48 05 601c8680c28401859d40c1dd 8ea4 07 0a50d00ca08c3c14070c4096
0 1 1 7120 05 6912692c0c0658431508aa1d cdcc 06 18d1a804c22137e30918b102
0 1 1 a440 05 0e95d53e02561562c50c53dd da26 07 44b39c2868c4084143704484
0 1 1 710b 04 1167192d56d6dc092a74fd2f 07dc 06 3817131daa0a9062d7082140
0 1 1 8f53 05 69030770838229144e98b292 41e8 08 1c60220c00c210e281283000
0 1 1 e92d 05 bcf0de1955194822014e03a8 7963 07 0438ce10001a4c11c028a381
0 1 1 35ff 04 87a3a06945a016a4521ed099 8c30 08 0820050c4041002a84441142
0 1 1 5078 05 80b70821744a5e5ea01c9090 5694 06 2c12976d1c408fc201009303
0 1 1 a0cd 05 046309248112397851105293 a318 06 7833004cd2c20c2283384dae
0 1 1 2961 05 46c19ac4035078d201114760 a5b5 08 5650400d124220108214106b
0 1 1 d635 05 14635154c40f0d1348461382 21ce 08 0c30400000c12d1000fc3041
0 1 1 9bf8 05 69b15012541651c482483091 2839 05 902d4952e28619850c383a73
0 1 1 91eb 05 04758b6447a91206c1409241 3c22 07 0ab3591880c60031890c2066
0 1 1 4400 05 8c81b67c602314100c2137e5 a490 08 103f030020420803840800c1
0 1 1 46ad 05 08e28568341b391204b97285 44de 07 8cb10b84324538e08f0d6581
0 1 1 a059 05 14a316540721026a05396190 4891 06 7cd280305eeb7c098318264f
0 1 1 af24 04 18155b1d7710dee6dc44470a d223 05 701425c14086eba55a3c4244
0 1 1 3116 05 6cb8915460482d45ce196049 6af2 07 1c32c817a10850134268c3ad
0 1 1 389c 05 08250a18414262b0476c2455 d059 06 43f0ce2c7181082164140217
0 1 1 b00b 05 2943c56c810942000e245184 81b9 09 8010400000c1041041104142
0 1 1 524a 04 cc69389cd66629248aaaa755 fc28 08 0840821c11cb1430c71020e3
0 1 1 b6bd 05 1817041830874001918a4860 31da 07 0400ca3c5e8514868d50b10d
0 1 1 dfe9 04 9888a6b911caf8e4d24a0f12 4938 07 10d09d4211ca20830120f000
0 1 1 749d 05 1f24c50840ba3451442c1657 ae53 05 5c934338d60710a75d4ef5a5
0 1 1 d850 05 29d30410e23479850a2c51c9 8865 06 07700974410a9caa8d4d1dc4
0 1 1 4570 05 0164091c22852e0e4c3da285 7922 07 1c92ca23f5cc0230940d6094
0 1 1 6b31 05 51c05a1c425030d305b0545e eca4 07 305243244030e460c00441c1
0 1 1 cb63 05 403a0c252154a556830561d0 d0dc 08 08b2b00420430410840c1205
0 1 1 4f3a 05 cdd49e18428208714ed04840 b923 06 5cf30b8960c4190ab2400142
0 1 1 0542 04 60e9931e8f975c469d0cf1f4 6929 06 8cb32b11165db4004e0e9001
0 1 1 acbb 04 bd490f9052764c97e5df6ca5 ae64 06 302681a44100404882384bf2
0 1 1 d643 05 2dc28810ca024c4188187885 1b43 06 18320e44425e4fcb8c04134b
0 1 1 fc50 05 56411d11e5356c12d4089210 74d3 07 06c14f1420060965c7340081
0 1 1 d32c 05 a0475600554e58350634688e 8a20 06 1c364204084408bac5455280
0 1 1 9e2d 04 29b15862356e8cb9eea4f2ff d8ee 06 2cd34130b2cb08926632140b
0 1 1 23a9 05 11b3911dd3c320e64e800154 a809 06 ad9a18208553fc10c5196481
0 1 1 e9f0 05 89428c0c014f154c84511067 8d28 06 c1c1c204159005d2461c00dc
0 1 1 9190 05 a124821d100d2c78c57c206b 3502 07 1261431c85835111de08e415
0 1 1 1527 05 4ce60b30161611d2249855a1 8330 07 0ad884084049287343283683
0 1 1 65cb 05 18c3c37232ac2442c6082108 3a95 06 2001457980f834a20308d345
0 1 1 b3b9 05 20415d3d73886023222d528e 34fc 07 07918734e4430c2114645216
0 1 1 2090 05 29016f48520d2805c91c3211 3f66 06 6174d00860c71dd1a10413c2
0 1 1 fc4c 05 1424433ea0812c62df3173cd 0380 08 0923c3002046280800006006
0 1 1 9036 04 06ee5f5140961b03b1ca865d 8444 07 0c504650a0002090f310f104
0 1 1 dd79 05 18c2d0717215002d8d38d4d1 5996 06 8c91f420e6851c7084251241
0 1 1 99b9 05 35f7c83251216862621b260b dc17 06 74181889a49714004c1921c1
0 1 1 ae92 05 3655c32c93916c014c1409c1 1a13 07 4002010c5141b0701a04508d
0 1 1 e1d7 05 76840ab8d988bce022508616 d059 07 20226300248610e351697003
0 1 1 40a5 05 85c0c418a3073de70369248a 4266 06 2a70426cd2db36420b54d2cb
0 1 1 ef6f 05 3f2997592054242355acf25f 4573 06 1a25d308d29d08c7290a8443
0 1 1 a266 04 7da64479a1df41f382fd57c2 1e70 06 78a306261240647105614141
0 1 1 aa62 05 4870d60cc2c628f52b2ea75c faea 05 10bb2439984644d855c48d0e
0 1 1 5577 05 a1a1ca2dee9141460a304351 8265 06 3001433281763c3c8d2b65c3
0 1 1 dd38 05 19040f69400c5c7ba6c4dc64 2212 06 086304623abf3405c604905e
0 1 1 0b89 05 00a04498e28375074c203901 e78a 07 5a42d808238d12f0dc186b86
0 1 1 c1e0 05 29631e19830b1d0258236598 7812 06 25554cd023883d474b04905d
0 1 1 f810 05 59721114a30314d0c64c0021 0234 07 3070038940c804c101001047
0 1 1 1578 05 38574a19de4c08c1de295563 617a 06 005517187a4b08f5a7242143
0 1 1 b75e 05 15d1071a010900a04c58b31e dba4 06 0470a86c061f702548914042
0 1 1 f1f1 05 8882d22be65d2932cf0034d2 186f 06 491215655b48337641182356
0 1 1 859f 05 a4f4893508132053c74a2381 4068 07 1030d1042a0103704005909a
0 1 1 d199 05 44e22a54c91974308550e359 86d2 06 142c0801e1a4fcb28d0011c5
