token_slot,token_position,token_id,channel_slot,output_channel,setup_record,first_valid_record,final_record,rtl_hex,rtl_result,dew_software_reference,dew_absolute_error,dew_relative_error,within_tolerance,ideal_quantized_reference,ideal_relative_error,fp_term_count,skip_count,replace_count,overflow_count
11,139,6242,3,819,123331,123332,124019,be392000,-0.1807861328125,-0.1807861328125,0.0,0.0,True,-0.179656982421875,0.006285034822490233,66,0,0,0
11,139,6242,4,1092,124020,124021,124708,beb0a000,-0.344970703125,-0.344970703125,0.0,0.0,True,-0.354827880859375,0.027780166853014536,66,0,0,0
11,139,6242,5,1365,124709,124710,125397,3b800000,0.00390625,0.00390625,0.0,0.0,True,0.01275634765625,0.69377990430622,66,0,0,0
11,139,6242,6,1638,125398,125399,126086,3da38000,0.079833984375,0.079833984375,0.0,0.0,True,0.075531005859375,0.05696969696969697,67,0,0,0
11,139,6242,7,1911,126087,126088,126775,be184000,-0.148681640625,-0.148681640625,0.0,0.0,True,-0.15179443359375,0.020506634499396863,70,0,0,0
11,139,6242,8,2184,126776,126777,127464,3d500000,0.05078125,0.05078125,0.0,0.0,True,0.0520477294921875,0.02433304016417473,68,0,0,0
11,139,6242,9,2457,127465,127466,128153,bd2b0000,-0.041748046875,-0.041748046875,0.0,0.0,True,-0.04852294921875,0.13962264150943396,59,0,0,0
11,139,6242,10,2730,128154,128155,128842,3e378000,0.17919921875,0.17919921875,0.0,0.0,True,0.187164306640625,0.04255666068808087,67,0,0,0
11,139,6242,11,3003,128843,128844,129531,3cac0000,0.02099609375,0.02099609375,0.0,0.0,True,0.026397705078125,0.2046242774566474,70,0,0,0
11,139,6242,12,3276,129532,129533,130220,bd910000,-0.07080078125,-0.07080078125,0.0,0.0,True,-0.0704345703125,0.005199306759098787,62,0,0,0
11,139,6242,13,3549,130221,130222,130909,bdf60000,-0.1201171875,-0.1201171875,0.0,0.0,True,-0.11517333984375,0.04292527821939587,65,0,0,0
11,139,6242,14,3822,130910,130911,131598,bc9e0000,-0.019287109375,-0.019287109375,0.0,0.0,True,-0.033721923828125,0.4280542986425339,65,0,0,0
11,139,6242,15,4095,131599,131600,132287,3d9e8000,0.077392578125,0.077392578125,0.0,0.0,True,0.082183837890625,0.058299294467137025,66,0,0,0
12,140,383,0,0,132288,132289,132976,bde70000,-0.11279296875,-0.11279296875,0.0,0.0,True,-0.11407470703125,0.011235955056179775,64,0,0,0
12,140,383,1,273,132977,132978,133665,3ea6a000,0.325439453125,0.325439453125,0.0,0.0,True,0.331573486328125,0.01849976990335941,71,0,0,0
12,140,383,2,546,133666,133667,134354,bd250000,-0.040283203125,-0.040283203125,0.0,0.0,True,-0.043670654296875,0.07756813417190776,71,0,0,0
12,140,383,3,819,134355,134356,135043,3cba0000,0.022705078125,0.022705078125,0.0,0.0,True,0.01776123046875,0.27835051546391754,71,0,0,0
12,140,383,4,1092,135044,135045,135732,be63c000,-0.222412109375,-0.222412109375,0.0,0.0,True,-0.21575927734375,0.030834512022630836,67,0,0,0
12,140,383,5,1365,135733,135734,136421,be358000,-0.17724609375,-0.17724609375,0.0,0.0,True,-0.17816162109375,0.0051387461459403904,67,0,0,0
12,140,383,6,1638,136422,136423,137110,3e2a4000,0.166259765625,0.166259765625,0.0,0.0,True,0.168853759765625,0.015362371227182361,68,0,0,0
12,140,383,7,1911,137111,137112,137799,be720000,-0.236328125,-0.236328125,0.0,0.0,True,-0.241729736328125,0.02234566342633506,66,0,0,0
12,140,383,8,2184,137800,137801,138488,3d810000,0.06298828125,0.06298828125,0.0,0.0,True,0.067474365234375,0.06648575305291723,70,0,0,0
12,140,383,9,2457,138489,138490,139177,3e418000,0.18896484375,0.18896484375,0.0,0.0,True,0.194366455078125,0.027790861987753178,69,0,0,0
12,140,383,10,2730,139178,139179,139866,3e108000,0.14111328125,0.14111328125,0.0,0.0,True,0.138885498046875,0.016040430674577017,70,0,0,0
12,140,383,11,3003,139867,139868,140555,3d030000,0.031982421875,0.031982421875,0.0,0.0,True,0.03973388671875,0.19508448540706605,71,0,0,0
12,140,383,12,3276,140556,140557,141244,be8c0000,-0.2734375,-0.2734375,0.0,0.0,True,-0.2708740234375,0.00946372239747634,62,0,0,0
12,140,383,13,3549,141245,141246,141933,bd530000,-0.051513671875,-0.051513671875,0.0,0.0,True,-0.04254150390625,0.2109038737446198,71,0,0,0
12,140,383,14,3822,141934,141935,142622,bc680000,-0.01416015625,-0.01416015625,0.0,0.0,True,-0.022735595703125,0.37718120805369126,62,0,0,0
12,140,383,15,4095,142623,142624,143311,be024000,-0.127197265625,-0.127197265625,0.0,0.0,True,-0.12969970703125,0.019294117647058823,71,0,0,0
13,141,3568,0,0,143312,143313,144000,bdb10000,-0.08642578125,-0.08642578125,0.0,0.0,True,-0.09149169921875,0.05537024683122081,71,0,0,0
13,141,3568,1,273,144001,144002,144689,3e84a000,0.259033203125,0.259033203125,0.0,0.0,True,0.25567626953125,0.013129625208880401,75,0,0,0
13,141,3568,2,546,144690,144691,145378,bdaf0000,-0.08544921875,-0.08544921875,0.0,0.0,True,-0.087921142578125,0.028115237764665048,73,0,0,0
13,141,3568,3,819,145379,145380,146067,3e048000,0.12939453125,0.12939453125,0.0,0.0,True,0.134796142578125,0.04007244736246321,86,0,0,0
13,141,3568,4,1092,146068,146069,146756,3d230000,0.039794921875,0.039794921875,0.0,0.0,True,0.039031982421875,0.019546520719311962,78,0,0,0
13,141,3568,5,1365,146757,146758,147445,bd1c0000,-0.0380859375,-0.0380859375,0.0,0.0,True,-0.042144775390625,0.09630702389572773,77,0,0,0
13,141,3568,6,1638,147446,147447,148134,3c240000,0.010009765625,0.010009765625,0.0,0.0,True,0.018585205078125,0.4614121510673235,81,0,0,0
13,141,3568,7,1911,148135,148136,148823,beaee000,-0.341552734375,-0.341552734375,0.0,0.0,True,-0.352813720703125,0.03191765418216417,79,0,0,0
13,141,3568,8,2184,148824,148825,149512,bd8b8000,-0.068115234375,-0.068115234375,0.0,0.0,True,-0.0638427734375,0.06692160611854685,77,0,0,0
13,141,3568,9,2457,149513,149514,150201,bcaa0000,-0.020751953125,-0.020751953125,0.0,0.0,True,-0.0206298828125,0.005917159763313609,71,0,0,0
13,141,3568,10,2730,150202,150203,150890,bddc8000,-0.107666015625,-0.107666015625,0.0,0.0,True,-0.11004638671875,0.021630615640599003,72,0,0,0
13,141,3568,11,3003,150891,150892,151579,3d690000,0.056884765625,0.056884765625,0.0,0.0,True,0.063629150390625,0.10599520383693045,75,0,0,0
13,141,3568,12,3276,151580,151581,152268,be16c000,-0.147216796875,-0.147216796875,0.0,0.0,True,-0.1427001953125,0.03165098374679213,67,0,0,0
13,141,3568,13,3549,152269,152270,152957,be0fc000,-0.140380859375,-0.140380859375,0.0,0.0,True,-0.148406982421875,0.054081842484063336,80,0,0,0
13,141,3568,14,3822,152958,152959,153646,be4fc000,-0.202880859375,-0.202880859375,0.0,0.0,True,-0.206787109375,0.018890200708382526,79,0,0,0
13,141,3568,15,4095,153647,153648,154335,3cdc0000,0.02685546875,0.02685546875,0.0,0.0,True,0.02362060546875,0.13695090439276486,76,0,0,0
14,142,2056,0,0,154336,154337,155024,3e238000,0.15966796875,0.15966796875,0.0,0.0,True,0.141845703125,0.12564543889845095,136,0,0,0
14,142,2056,1,273,155025,155026,155713,3e628000,0.22119140625,0.22119140625,0.0,0.0,True,0.237945556640625,0.07041169680646403,144,0,0,0
14,142,2056,2,546,155714,155715,156402,bcba0000,-0.022705078125,-0.022705078125,0.0,0.0,True,-0.04168701171875,0.45534407027818447,148,0,0,0
14,142,2056,3,819,156403,156404,157091,3d958000,0.072998046875,0.072998046875,0.0,0.0,True,0.079132080078125,0.0775163902815272,141,0,0,0
14,142,2056,4,1092,157092,157093,157780,be8f4000,-0.27978515625,-0.27978515625,0.0,0.0,True,-0.281494140625,0.006071118820468344,136,0,0,0
14,142,2056,5,1365,157781,157782,158469,be362000,-0.1778564453125,-0.1778564453125,0.0,0.0,True,-0.165740966796875,0.07309887681826552,149,0,0,0
14,142,2056,6,1638,158470,158471,159158,3d7c0000,0.0615234375,0.0615234375,0.0,0.0,True,0.0574951171875,0.07006369426751592,150,0,0,0
14,142,2056,7,1911,159159,159160,159847,beeda000,-0.464111328125,-0.464111328125,0.0,0.0,True,-0.464935302734375,0.0017722349852313751,143,0,0,0
14,142,2056,8,2184,159848,159849,160536,3d358000,0.0443115234375,0.0443115234375,0.0,0.0,True,0.05340576171875,0.1702857142857143,146,0,0,0
14,142,2056,9,2457,160537,160538,161225,bd1a0000,-0.03759765625,-0.03759765625,0.0,0.0,True,-0.04296875,0.125,151,0,0,0
14,142,2056,10,2730,161226,161227,161914,bda10000,-0.07861328125,-0.07861328125,0.0,0.0,True,-0.0836181640625,0.059854014598540145,147,0,0,0
14,142,2056,11,3003,161915,161916,162603,3d320000,0.04345703125,0.04345703125,0.0,0.0,True,0.0413818359375,0.05014749262536873,152,0,0,0
14,142,2056,12,3276,162604,162605,163292,3e97a000,0.296142578125,0.296142578125,0.0,0.0,True,0.32086181640625,0.07704013696024349,137,0,0,0
14,142,2056,13,3549,163293,163294,163981,3bb80000,0.005615234375,0.005615234375,0.0,0.0,True,0.02142333984375,0.7378917378917379,142,0,0,0
14,142,2056,14,3822,163982,163983,164670,bd2c0000,-0.0419921875,-0.0419921875,0.0,0.0,True,-0.0382080078125,0.09904153354632587,142,0,0,0
14,142,2056,15,4095,164671,164672,165359,bc1c0000,-0.009521484375,-0.009521484375,0.0,0.0,True,-0.01678466796875,0.43272727272727274,144,0,0,0
15,143,540,0,0,165360,165361,166048,3ca00000,0.01953125,0.01953125,0.0,0.0,True,0.020050048828125,0.0258751902587519,149,0,0,0
15,143,540,1,273,166049,166050,166737,3e238000,0.15966796875,0.15966796875,0.0,0.0,True,0.1678466796875,0.04872727272727273,142,0,0,0
15,143,540,2,546,166738,166739,167426,beafc000,-0.34326171875,-0.34326171875,0.0,0.0,True,-0.34454345703125,0.003720106288751107,148,0,0,0
15,143,540,3,819,167427,167428,168115,beb3e000,-0.351318359375,-0.351318359375,0.0,0.0,True,-0.35296630859375,0.00466885699463946,151,0,0,0
15,143,540,4,1092,168116,168117,168804,bd9c8000,-0.076416015625,-0.076416015625,0.0,0.0,True,-0.06744384765625,0.1330316742081448,140,0,0,0
15,143,540,5,1365,168805,168806,169493,3e3d8000,0.18505859375,0.18505859375,0.0,0.0,True,0.18646240234375,0.0075286415711947625,142,0,0,0
15,143,540,6,1638,169494,169495,170182,bcfa0000,-0.030517578125,-0.030517578125,0.0,0.0,True,-0.0352783203125,0.13494809688581316,153,0,0,0
15,143,540,7,1911,170183,170184,170871,be80a000,-0.251220703125,-0.251220703125,0.0,0.0,True,-0.25006103515625,0.004637539663168172,144,0,0,0
15,143,540,8,2184,170872,170873,171560,bdcd8000,-0.100341796875,-0.100341796875,0.0,0.0,True,-0.1102294921875,0.08970099667774087,152,0,0,0
15,143,540,9,2457,171561,171562,172249,3e2f4000,0.171142578125,0.171142578125,0.0,0.0,True,0.1702880859375,0.005017921146953405,144,0,0,0
15,143,540,10,2730,172250,172251,172938,be1a0000,-0.150390625,-0.150390625,0.0,0.0,True,-0.1318359375,0.14074074074074075,146,0,0,0
15,143,540,11,3003,172939,172940,173627,be530000,-0.2060546875,-0.2060546875,0.0,0.0,True,-0.20599365234375,0.0002962962962962963,148,0,0,0
15,143,540,12,3276,173628,173629,174316,3eee8000,0.4658203125,0.4658203125,0.0,0.0,True,0.47113037109375,0.011270890011659542,132,0,0,0
15,143,540,13,3549,174317,174318,175005,bcce0000,-0.025146484375,-0.025146484375,0.0,0.0,True,-0.033294677734375,0.2447296058661778,137,0,0,0
15,143,540,14,3822,175006,175007,175694,3de10000,0.10986328125,0.10986328125,0.0,0.0,True,0.111328125,0.013157894736842105,142,0,0,0
15,143,540,15,4095,175695,175696,176383,3e0b8000,0.13623046875,0.13623046875,0.0,0.0,True,0.1337890625,0.01824817518248175,146,0,0,0
