1 1 0 19f3 07 60d80529ed4d 0000 0f 0f 000000000000 f f
0 1 1 c630 07 a80ae727d31a 1b54 0a 0a 081251141240 f f
0 1 1 284b 08 40983224321b 5000 0a 0a 0d10aa241002 f f
0 1 1 a8eb 07 2ce8f94e299d 00f4 09 09 2042814ae0c2 f f
0 1 1 6d47 08 0ac31148c6dc df56 0a 0a 26924a041089 f f
0 1 1 80f8 08 599002714b0b 9a0c 0a 0a 80120a240a48 f f
0 1 1 94f8 08 4d2729799adb 0082 0a 0a 040000c58208 f f
0 1 1 c6e0 08 71069bae0458 0008 0a 0a 3552502086c3 f f
0 1 1 0219 07 2e570cb9be1d 3000 0a 0a 411048245090 f f
0 1 1 3f26 08 20948a6ca6b2 2219 0a 0a 358208801231 f f
0 1 1 3f02 08 053263044088 0811 09 09 925840459801 f f
0 1 1 a438 08 30b688611228 8f12 0a 0a 25149123a230 f f
0 1 1 a6a5 08 6114e386424d 4006 0b 0b 900011380048 6 0
0 1 1 8016 08 65081020168a 74cd 0a 0a 04d0c8ec228b f f
0 1 1 9e30 08 691328621088 8190 0a 0a 50b009819840 f f
0 1 1 025d 08 0584d06f9844 5008 0a 0b a99140240610 f 0
0 1 1 e845 08 489913480241 c490 0a 0a 4702a161c007 f f
0 1 1 1c27 07 78b844b5cbcb b212 09 09 abf1ca48be89 f f
0 1 1 0410 08 04238014a659 5b89 0a 0a 24420a801211 f f
0 1 1 3b2f 08 052689248bd2 a411 0a 0a e89091009e81 f f
0 1 1 c990 08 6c1209224a29 0a00 0a 0a 208208085020 f f
0 1 1 2714 08 24a24a441a41 4023 09 09 ad90209d94e1 f f
0 1 1 142b 08 0092e10da459 4080 0a 0a 040002201700 f f
0 1 1 8914 07 d0568ef891d5 819b 0a 0a 2e320b22184b f f
0 1 1 e282 08 2e1a0c8cd60a 022e 0a 0a 0a000a012259 f f
0 1 1 4729 08 112093b50244 f56c 0a 0a c590a9448280 f f
0 1 1 1061 09 24a000248069 ed90 0a 0a 495249601048 f f
0 1 1 20a8 08 00b200622271 d65a 0a 0a 9592d044923a f f
0 1 1 f483 08 49a101203699 6810 09 0c 260350a12068 7 0
0 1 1 132a 08 113e5321040a 0340 09 09 9c06ca108108 f f
0 1 1 601e 07 8e06265538b2 16c0 09 09 447110ac04e5 f f
0 1 1 e259 07 31c1a4d44409 e112 0a 0a 4ba341001660 f f
0 1 1 22cb 08 01171348948a 41a1 0a 0a 64801a208647 f f
0 1 1 2202 08 4094632d010e 3800 0a 0a 44d260008040 f f
0 1 1 888a 08 89025a30230c 4622 0a 0a c440d0010014 f f
0 1 1 350a 08 009515008309 8234 0a 0a 84128800f280 f f
0 1 1 ff39 07 b54ebed8ce44 1612 0a 0a 20205d21c228 f f
0 1 1 6993 08 2e64714a5249 692e 09 09 ed1285a1b292 f f
0 1 1 5821 08 0914e201b003 c000 0a 0a 680285203019 f f
0 1 1 0506 08 6406c264232c 0e22 0a 0a 2c0250049a08 f f
0 1 1 4cdf 07 1596ee982f4b 0b40 09 09 54bfcf0ce04d f f
0 1 1 34c4 08 2110ab500252 2170 0a 0a 614021a4c080 f f
0 1 1 72a3 08 24a6484c90b9 c21e 09 09 d010d905aa91 f f
0 1 1 0e46 08 009869a526e2 9640 09 09 ce30522c9401 f f
0 1 1 65bf 08 74808c61a25a 2089 0a 0a 01905220b2e5 f f
0 1 1 b676 08 66944808b0d6 12d0 0a 0b 24901aead511 7 0
0 1 1 c40f 08 290481249666 c0aa 09 0c 98c00357d8e0 3 0
0 1 1 406a 07 76b8dae7a4d9 62bc 0a 0b 0900cd814848 4 0
0 1 1 c529 08 8502427c9641 400f 0a 0c a42049050c8a 3 0
0 1 1 a444 08 4d908815a051 7a91 09 0b 292acd21ae07 0 0
0 1 1 8a07 08 8626088612a1 4768 0a 0a 87005208820b f f
0 1 1 0a83 08 a8858d24020a 962c 0a 0a 405452051442 f f
0 1 1 32bc 08 11949b8da650 bb16 0a 0a 40a2c9c42088 f f
0 1 1 5c81 08 30c6b8209512 4482 0a 0b 0402852085d2 8 0
0 1 1 692a 08 0a5651209899 01d1 09 09 cc2c0b6412c7 f f
0 1 1 c234 08 2c109d24a324 410b 0a 0b a5641204125a c 0
0 1 1 2c89 08 055c4025963c 1052 0a 0a 012004146289 f f
0 1 1 d3c2 08 30d059489712 70be 09 09 24be475928a8 f f
0 1 1 70a1 08 4e2224289801 2411 09 09 0a825498a704 f f
0 1 1 f392 08 45305a61386a f8c3 09 0b 52640c6cd4d7 4 0
0 1 1 c211 08 31461360a681 2294 0a 0a 348358404680 f f
0 1 1 7aec 07 58f40cf3c6da 7b22 0a 0a 6a9209048051 f f
0 1 1 0931 07 6a55846e4385 0716 09 09 0c824c00f1a0 f f
0 1 1 0212 08 628049314258 083c 0a 0a 00160000b342 f f
0 1 1 473c 08 29b049809495 cc94 09 0b e4e750943380 a 0
0 1 1 3104 08 06a2ab289301 21cc 0a 0a 838011260450 f f
0 1 1 249c 08 05956045444b 8002 0a 0a 200284451528 f f
0 1 1 0041 09 50904a450242 a163 09 09 e542835b10db f f
0 1 1 62e8 08 04941c4514d6 0189 0a 0a 49821224a496 f f
0 1 1 a853 07 9aa8387acc76 2ee5 09 09 0c8288351ae6 f f
0 1 1 4080 08 ac8699208004 0303 0a 0a 8091995d924c f f
0 1 1 3822 07 04b31e63812b 0220 0a 0a 492009410220 f f
0 1 1 9046 07 67c13c854a8c 019e 0a 0a d801998812a8 f f
0 1 1 88b2 08 28b40960a40c 4c92 0a 0a 091250619e49 f f
0 1 1 1635 08 a294f30a9049 0210 09 09 a2600bf3200b f f
0 1 1 36b5 07 5b2adc957391 4403 0a 0a 040d89109614 f f
0 1 1 f442 07 30f2409bc650 4ca5 0a 0a 348280611a5c f f
0 1 1 4cac 07 bd8db865b31a 9214 0a 0a 2310680d4040 f f
0 1 1 666c 08 65830a252656 c819 0a 0a 660c0c081201 f f
0 1 1 25a7 08 0e324d84c051 1181 0a 0a 004064499081 f f
0 1 1 d3ae 08 4544c921a489 ea8a 0a 0a 90841a258460 f f
0 1 1 4731 08 083ad224c00a 5e1a 0a 0a 0d926a01c220 f f
0 1 1 1e98 08 d0b24a24264b 8015 0a 0a 302090501303 f f
0 1 1 1000 08 003240480360 5670 09 09 32b089152018 f f
0 1 1 2292 08 0a038b209009 a08a 0a 0a 249048241752 f f
0 1 1 3027 08 4998212310a3 1006 0a 0b 40240b7c5060 6 0
0 1 1 e099 08 44e418241444 889b 09 09 4804f82d5396 f f
0 1 1 5245 07 05427a5486b2 4da8 0a 0a 243461415200 f f
0 1 1 681f 08 2d848aad3509 c220 0a 0b 45924b808030 1 0
0 1 1 6a8e 08 0496493444e5 9263 09 09 48c25059840b f f
0 1 1 45ab 07 8524715d3c21 c001 0a 0b 24840800242d 1 0
0 1 1 1d18 07 06b91241e493 c100 09 09 a5b094a08802 f f
0 1 1 0c68 08 c656b14c8410 2042 09 09 58821a938c58 f f
0 1 1 d34a 08 2498130a229f 14e8 0a 0a 103e41299c00 f f
0 1 1 1044 08 04c949250048 d494 0a 0b 2412716510a5 9 0
0 1 1 fc33 07 d3b498622113 2300 0a 0a 457052040423 f f
0 1 1 ba0a 08 36c64845230b 3a04 0a 0a 24a28900b140 f f
0 1 1 5df6 07 f4ab2b4ea049 d214 0a 0a 29a230019040 f f
0 1 1 dd33 07 94c5930f52ad fc28 09 0b 4524e04e0212 9 0
0 1 1 3082 08 8112d92488c8 a9e0 0a 0a 490444294040 f f
0 1 1 60a2 08 84a884413050 8c20 0a 0a 209c88008001 f f
0 1 1 92f0 08 213291489889 00a4 09 09 62022044d669 f f
0 1 1 01dc 08 84a401853651 5528 09 09 a6b4d3711429 f f
0 1 1 4865 09 0502814c808c 4f5a 09 09 28f25c04a418 f f
0 1 1 ca01 08 78849844b614 9925 0a 0a 24246a049149 f f
0 1 1 a0c0 08 20c24b8ca143 a890 0a 0a 28938a6012e1 f f
0 1 1 85a6 08 24874920c48a 4811 0a 0a 2412582c9144 f f
0 1 1 a29a 08 2986aa69121b 1a46 0a 0a 003409084048 f f
0 1 1 5ed4 07 3d271c2b688c ece1 09 09 248348f09a0b f f
0 1 1 978a 08 3a244a60a80a 7754 09 09 49e2a52b12da f f
0 1 1 8334 08 514812719082 26a9 0a 0c 08b2d820c8c5 0 4
0 1 1 6843 08 aa0251288492 3094 0a 0a 09130a244641 f f
0 1 1 5390 08 a8a291411689 d9f2 0a 0a 4c121265408a f f
0 1 1 01ae 08 82004229156c 123d 09 09 8016a61e1ed1 f f
0 1 1 b785 07 e5b25b854a6a 66ad 09 09 ed0ee8298256 f f
0 1 1 a5c0 08 461052640489 0373 09 09 14229cacf453 f f
0 1 1 c5c4 08 2b824265006a eb62 09 09 55360a052460 f f
0 1 1 c003 08 c8c04a662091 0142 0a 0a 001086899009 f f
0 1 1 ff02 07 555b0b4e2c8f e000 09 09 659878050048 f f
0 1 1 3ed4 08 55a8898ca293 483e 09 09 73fc18123466 f f
0 1 1 7510 08 7096c20ab611 205c 0a 0a 048742713308 f f
0 1 1 f05c 07 b613ebf14e61 b210 09 0b 28ce60b8508c 7 0
0 1 1 92b4 08 2526cac9b091 bac0 0a 0a 6722a04cc042 f f
0 1 1 1d10 08 4512414010e1 4145 0a 0a 291e0204024d f f
0 1 1 2d05 08 4984494c3a49 e400 09 09 ae80cb4100ca f f
0 1 1 c988 07 c908592ea6dc ed96 0a 0c 451245205048 8 0
0 1 1 5f1a 07 295329ad342d 0528 09 0b 21b6c24a534b 4 0
0 1 1 b290 09 41a44941a020 d654 0a 0b 2895d244c352 a 0
0 1 1 788d 08 2d2251240353 cd66 09 09 2998a11247a1 f f
0 1 1 7a73 08 1e1650691451 4355 09 0b 346e892424bb 1 0
0 1 1 24b0 08 0082f164a059 8414 0a 0a 8402420ca64a f f
0 1 1 3430 07 4da469dce483 d40b 0a 0a a6b100020221 f f
0 1 1 f210 08 e520182da048 d39a 0a 0b b0924da813c8 8 0
0 1 1 0606 08 4086690406e1 1c81 09 0b 89fb45b75001 b 0
0 1 1 1d0b 08 04524b28b451 10ac 09 09 301e4a2cf388 f f
0 1 1 b928 08 80b252608292 e1ad 09 09 64c403216861 f f
0 1 1 e467 08 28b25a24aa9b cba6 0a 0a 442289211398 f f
0 1 1 1cee 08 4339012882da 5880 0a 0a 04364b40014a f f
0 1 1 0404 08 4f04d2410490 8bcb 09 09 653809d0194f f f
0 1 1 4c8b 08 c50712211449 0023 0a 0c 25800800a371 1 0
0 1 1 9844 08 a5320b2888dc 4183 0a 0a e4068220088a f f
0 1 1 84ca 08 24010c480233 2400 0b 0b 00804a808009 f f
0 1 1 2b61 08 61a7da457241 3696 09 09 25129c81106a f f
0 1 1 8ee6 08 46256948b4cb 02e2 0b 0b 0000203084d0 f f
0 1 1 2238 08 02144d2cb28a 2932 0a 0a 03960149120a f f
0 1 1 f565 08 459447050a49 d4c7 0a 0a 6d265825a64f f f
0 1 1 a614 08 8502db29146b cc0d 09 09 2a06a4043e81 f f
0 1 1 4360 08 442859298468 7e10 0a 0a 24a248083a92 f f
0 1 1 4d60 08 493491369652 0495 0a 0a 604940689053 f f
0 1 1 d5bd 08 6ab8a14d26e1 0525 0a 0b 0e904a028e81 5 d
0 1 1 b94a 08 45248208075d 4eaa 09 0b 4a2e59b70a23 b 0
0 1 1 f909 08 689265221401 5c29 09 0b 1c9f6621846c 8 0
0 1 1 f711 07 a7a0ca656339 6e4c 0a 0a 2904760412ca f f
0 1 1 523c 07 682e8cf1971c 1e70 09 09 01ca67dcd061 f f
0 1 1 e414 08 25b65931a508 3802 0a 0b 1b374000148f 0 e
0 1 1 59dc 07 f32351da72c3 b428 0a 0a 4bc240058600 f f
0 1 1 7c15 08 49930e604a59 5608 0a 0a 0d5462110200 f f
0 1 1 344a 08 25350c4c0691 d454 09 09 e890820d98c1 f f
0 1 1 e53d 08 2a02430e446c 3220 0a 0a 08a0111c8050 f f
0 1 1 2500 08 12145a3a8422 2002 0a 0a 8d1400008008 f f
0 1 1 6a6c 08 0a060868b500 a323 09 09 308ce9048b8a f f
0 1 1 d881 08 3042404f862a 6712 0a 0a 088049a811cd f f
0 1 1 1965 08 0e52c208d695 0c48 0a 0a 221345444400 f f
0 1 1 2c49 08 7f368470b6a1 d8e6 0a 0b 2c13402b9059 5 0
0 1 1 b71d 07 2a98791d3d8b af19 09 09 690491e14292 f f
0 1 1 7093 08 4da60952320a 822a 0a 0b 540050813a10 e 0
0 1 1 5e54 08 25a28aa938c1 0901 0a 0a 20b603a040c3 f f
0 1 1 43f1 07 67c28b8a2003 2004 0b 0b 84a0000c1040 f f
0 1 1 c1f4 08 45148b289084 8409 0a 0a 643149280709 f f
0 1 1 211d 08 01416901149b 6c00 09 09 371e417c628a f f
0 1 1 680e 07 6706f586b53a 830a 0a 0a 600052082669 f f
0 1 1 01b4 08 44028142224a 7e12 0a 0a e8a248041089 f f
0 1 1 62c7 08 49b4182e0313 0132 0a 0a 01204900c09c f f
0 1 1 6d15 08 09225369c052 a124 09 09 2d42918632f1 f f
0 1 1 0640 08 049051755018 0738 0b 0b 058091109210 f f
0 1 1 3843 08 712200548222 2600 0a 0a 6880d0ac0003 f f
0 1 1 2a14 08 c9285a283b54 cb20 0a 0a 289219009262 f f
0 1 1 a108 08 8ac001660414 b406 0a 0a 215249408090 f f
0 1 1 3297 08 0a1012a96051 3524 09 09 4ba2ba091eb2 f f
0 1 1 602a 07 b192e3a55859 30fa 09 09 20ba66d1fc70 f f
0 1 1 cca3 08 2822c844c012 ddc8 09 09 4714c23f8561 f f
0 1 1 1652 08 4492513590d4 8e01 0a 0a 28127b01900b f f
0 1 1 50b0 07 5219da525013 020c 09 0b 2001e8268f40 2 0
0 1 1 2e13 08 50829188940c 9384 0a 0a 4092112023c0 f f
0 1 1 1c93 08 a4347b641011 6d38 09 09 5f048a00a900 f f
0 1 1 4440 08 58150c0c0040 30a9 0a 0a 1d900b2543cb f f
0 1 1 e992 07 b71842c1d1e1 0c11 0b 0b 002248022009 f f
0 1 1 25f3 07 cd958c34fe9a a504 0a 0a 2480ca006482 f f
0 1 1 c123 08 78928901822b 842b 0a 0b 23b3c004b349 a 0
0 1 1 83b2 08 4504122e1149 09e3 09 09 08b301260099 f f
0 1 1 2b16 08 02241104dc59 8009 0a 0a 241489880a41 f f
0 1 1 1543 08 0d12ab266522 2052 0a 0a 6dd65ac41890 f f
0 1 1 a38a 08 874215429529 0e00 0a 0a 60e688001009 f f
0 1 1 0836 08 6438000162d5 c130 0a 0a 98001202b008 f f
0 1 1 8e04 07 2c595a072875 4408 0a 0a 058043208a73 f f
0 1 1 b09d 08 40970e20444a 8104 0b 0b 308242008281 f f
0 1 1 435a 08 05120d314648 5608 0a 0a 441090719201 f f
0 1 1 038f 08 001254248296 0758 09 0d e02e89382610 6 0
0 1 1 e05c 08 4a80104412dc a6c6 09 09 6577602918bd f f
0 1 1 3cb4 08 0ca86041b2d0 0880 0b 0b 000241308049 f f
0 1 1 3048 08 28c40a151482 9f14 0a 0b 2835494441c2 2 a
0 1 1 5540 08 8550a4240450 8632 0a 0a 21304805364c f f
0 1 1 2090 08 149619202422 9008 0a 0a 2220494ba450 f f
0 1 1 226c 08 0b8a4a04b64a 698e 0a 0a 2644c16006a0 f f
0 1 1 1d8a 08 285a5b210610 e880 0b 0b 248200420040 f f
0 1 1 bab9 08 861c52362685 404d 0b 0b 08022104a241 f f
0 1 1 4100 08 6802d1404281 01f8 0a 0a 26334b509200 f f
0 1 1 f20d 07 64b4505b0f1a b500 0a 0a 209643206628 f f
0 1 1 2784 08 4120c95c84d9 0833 09 09 81a61e292911 f f
0 1 1 21c5 07 08badefd688c b073 0a 0a 40a22004a212 f f
0 1 1 1ecd 08 409649a51245 0544 09 09 0993490d027c f f
0 1 1 1181 08 80b47988a14a 2c5a 0a 0a 01168806a60b f f
0 1 1 2480 08 6596852a3014 1604 0a 0a a012484130c0 f f
0 1 1 e284 08 aa300a4c94c9 4319 0a 0a b81229801441 f f
0 1 1 4731 08 4c851201100a 32fc 09 09 01d0602a1be0 f f
0 1 1 8140 08 21240a9458c1 0910 0a 0c 0c3e0902b449 b 0
0 1 1 10eb 08 29a04848929d d531 0a 0a 312074019042 f f
0 1 1 c900 08 8b8ac1041049 895b 0a 0a 2c1542181611 f f
0 1 1 c121 07 bb46d6d1a4c1 0114 0b 0b 00140f204040 8 0
0 1 1 8077 07 c994696bbc63 1a31 09 09 889c9802b001 f f
0 1 1 e4f5 07 7123a8f2c7a9 04b8 0a 0b 009a402623cc 2 0
0 1 1 2338 07 2d909442ccd6 c984 0a 0a 2c3409452500 f f
0 1 1 be00 08 2136e060d0c4 98e8 0a 0a 2015182582c0 f f
0 1 1 de19 08 841319a91201 001c 0b 0b 013010101240 f f
0 1 1 5545 08 094259489241 3021 09 09 e1a022260002 f f
0 1 1 1229 07 1c635f00a411 2349 0a 0a 22031d080289 f f
0 1 1 1a42 08 8b9250451011 9982 0a 0a aa4249210809 f f
0 1 1 3909 08 4d180c208651 93d2 09 09 c045114454a0 f f
0 1 1 a8ca 08 a544c2255250 3221 09 09 00a158a4e622 f f
0 1 1 81de 07 ac75e9393964 5782 0a 0a 04b513412289 f f
0 1 1 0c01 07 37898ecb9c66 ca2a 09 09 f582106c8a4b f f
0 1 1 2910 08 0982d6042820 4eec 09 09 3c055e26c6c1 f f
0 1 1 e7be 07 a8a7212628fe 50a0 09 09 8d9bc1a62191 f f
0 1 1 b4b6 08 61925035b08b a4ad 09 0c c882d2e48c85 0 0
0 1 1 612c 07 6c800a3db391 0182 0b 0b 208021209008 f f
0 1 1 450b 08 3080c9445493 a00f 0a 0a 22121824028e f f
0 1 1 d4c7 08 24a19429aa94 233b 09 09 f5366200ba09 f f
0 1 1 b9f1 07 723efa7d7cca f9ba 0a 0a 25c60b40a349 f f
0 1 1 bcfa 08 64bc4130a29b 2002 0a 0a 950000008008 f f
0 1 1 0f6f 08 20a68a469451 03ab 0a 0b 000021c58897 0 0
0 1 1 e6d3 07 5a525838a6ea 0005 0a 0a 0832290006c9 f f
0 1 1 9c31 07 c2dc574ce49a 4865 0a 0a 6c86453c84d6 f f
0 1 1 1811 08 4924544b1ad1 0227 0a 0a 24a809008053 f f
0 1 1 1181 08 783544cc9864 ac10 0a 0a a5a248083200 f f
0 1 1 892c 08 a024da612248 900c 0a 0a 4128502a3343 f f
0 1 1 7d98 08 6d946448c813 82bc 0a 0a 2210ca229640 f f
0 1 1 6e19 08 0e150a281383 b22b 0a 0b a2904914ab4a 2 d
0 1 1 0722 07 aa76bb878198 d232 0a 0a 301008412409 f f
0 1 1 6587 08 488ada242254 fa58 0a 0a 694653283c4a f f
0 1 1 0c6e 08 01264a259a92 59a1 0a 0d 24528140d4c2 4 0
0 1 1 5217 08 0535530910ea 18a5 09 09 04f6c16e8051 f f
0 1 1 2ca4 08 089a8a7684e0 3888 0a 0a 08d8c0241280 f f
0 1 1 b964 08 7132c1698959 9e80 09 09 2114c8e0a280 f f
0 1 1 a61b 07 39a5cb83c992 1222 0a 0a 02a0098081c8 f f
0 1 1 1581 08 2aae519980b2 10ec 0a 0a 8110002582a0 f f
0 1 1 8e12 08 69845c01161a 1d55 0a 0b 0062490b3454 c 0
0 1 1 c366 08 46912911a0d3 4001 0b 0b 940000008081 e 0
0 1 1 51fe 08 051059e4925c 806d 0a 0a 2580044c856a f f
0 1 1 a1ee 08 6332014d3459 0fc6 0a 0a 78048954444a f f
0 1 1 2226 08 2088c9450489 c180 09 09 2b3489a0049b f f
0 1 1 ae3c 07 688733057f30 8590 0a 0a 4803c2444008 f f
0 1 1 8948 07 979c5dab42c5 0302 09 09 250235303a98 f f
0 1 1 0095 07 219dee2623d3 1449 0a 0a 06104034a401 f f
0 1 1 a020 08 69a09900d8c1 1b04 0a 0a 0418ca200100 f f
0 1 1 2925 08 449a514a1d4b 0016 0a 0a 11a2c0012288 f f
0 1 1 0b4e 07 55077acc7f4c 3010 09 09 2099880ee002 f f
0 1 1 53b0 08 1150a3294822 8780 0a 0c 2a5099628009 5 0
0 1 1 7794 08 091089422498 e040 0a 0a 291550248420 f f
0 1 1 4323 08 a5182a4cb109 6020 0a 0a 2482c10a0001 f f
0 1 1 9805 08 42568a2816e9 01f4 09 0b 0294e47312e9 5 0
0 1 1 244f 08 0910421008d9 4403 0a 0a 2400c0a00019 f f
0 1 1 497b 07 194c33f172f1 08a4 0a 0a 21728e291050 f f
0 1 1 6fc5 08 4e128a75a30b 405a 09 09 2c958c043299 f f
0 1 1 52a4 08 8832d02c92cc 4286 0a 0a 085090641651 f f
0 1 1 c815 08 454610219313 9422 0b 0b 641260209008 f f
0 1 1 88b6 08 683281a51710 80e2 09 09 613719690021 f f
0 1 1 d8b7 07 edb244f63671 2100 0a 0b 208a05004400 8 0
0 1 1 0224 08 318c494104d0 300a 0a 0a 0126002c1630 f f
0 1 1 62d9 07 56842baeb23e 8322 0b 0c 2005212ce008 4 6
0 1 1 088d 08 6492a0859684 8803 0a 0a 65824300106a f f
0 1 1 7277 08 65c89a6da249 220a 0a 0a 2080108843c8 f f
0 1 1 0d0a 08 14128a0a3458 02f1 09 0b 2b021accd674 7 0
0 1 1 747e 08 0a206008d450 d201 0a 0a 2a9011200a51 f f
0 1 1 28a0 08 0c850391005a 7942 0a 0a 055449051291 f f
0 1 1 50b4 07 66be49851f14 8926 0a 0b 40f40943a058 5 0
0 1 1 4bf9 07 7d37ccbcf7c5 3a1f 0a 0a a3be09001cd1 f f
0 1 1 b69d 08 20a26022aa4a 3c44 0a 0a 0ec251041441 f f
0 1 1 2f40 08 51324a440289 9588 0a 0b 82a081448448 d 0
0 1 1 9ecf 08 acb85054a88a e888 08 08 4a27cc8cc2c9 f f
0 1 1 8af8 08 2c1418949210 20ce 09 09 15e2594712d1 f f
0 1 1 2e94 08 0522d8ca1091 0080 0a 0b 280155c40180 7 0
0 1 1 25b9 07 2b49716ee87b 711a 0a 0a 0d9044001210 f f
0 1 1 4480 08 08a243a0100b 14c8 09 09 2a9448852273 f f
0 1 1 7c06 08 649240021551 2e23 09 09 1642aa278434 f f
0 1 1 ac51 08 209280051ae1 0430 0a 0a 040c5c014000 f f
0 1 1 e160 08 a910a152a049 205f 0a 0a 008a000c1314 f f
0 1 1 1c19 08 044662451963 22af 09 09 2ca00c71848a f f
0 1 1 0200 08 682009842044 9448 0a 0a 28a2882d0637 f f
0 1 1 6886 08 12320124c508 20e1 09 09 00a4c09cb01b f f
0 1 1 c6a0 07 f8727898b680 4aa4 09 09 e9090932e871 f f
0 1 1 1552 08 08b6514cd0d9 16e4 0a 0a 20230bec90ca f f
0 1 1 2ba4 08 248459528320 544a 0a 0a a420404a86e0 f f
0 1 1 e9e8 08 253611b7a24a 5e40 0a 0a 8938cd051000 f f
0 1 1 37e8 08 2490dc2e246a 4a85 0a 0a 1483482c0883 f f
0 1 1 a0e5 08 8186d3249701 c012 0a 0a 44240004f009 f f
0 1 1 ebf2 07 f0e5ea57d4f2 840f 0a 0a 45984824044a f f
0 1 1 3e9a 08 21a4482814ac b000 0a 0a 40900c209008 f f
0 1 1 0ba6 08 4e168a21030b 4058 09 09 e782f24c9e28 f f
0 1 1 4cd7 08 c55280a414d5 6036 0a 0a 29061305a508 f f
0 1 1 a50e 08 51b461001658 1400 0b 0b a01248840040 f 0
0 1 1 4379 08 0880196d6501 b004 0a 0a 6290000002c8 f f
0 1 1 d51a 08 2498612d620b 8ddd 09 09 4c83795d9686 f f
0 1 1 5019 08 0c1080054209 1002 0a 0a 24a010404608 f f
0 1 1 2c20 07 e20fdaf5e0d2 0a75 0a 0a 2a8208052443 f f
0 1 1 e06e 07 6a8c252eda50 0d91 0a 0a 202389844205 f f
0 1 1 4f29 08 4c245350841d 20c7 09 09 2cab85460072 f f
0 1 1 19ce 08 04162b5504d1 4078 09 09 293ac908b668 f f
0 1 1 8eff 07 b1f4a699b6d4 482b 0a 0a 051501049451 f f
0 1 1 5da3 07 c94d1c6945f1 8992 0a 0a 6c0201202228 f f
0 1 1 d53a 08 a4a6da00a461 352a 09 09 23a249468422 f f
0 1 1 b449 08 c8c04068c801 6c0d 09 09 c9a2c0001249 f f
0 1 1 45a3 08 28724a6cb0e3 2230 09 09 0488206336ec f f
0 1 1 8d26 07 a1345b6cfcdf 6001 0a 0b 2de838002249 9 0
0 1 1 5591 08 4e3349404489 84e0 09 0c c17041ad0080 6 7
0 1 1 e901 08 45042910a049 8627 0a 0a 2813506492d1 f f
0 1 1 604a 07 68b1c46c0fe4 3db6 0a 0a 68944220c269 f f
0 1 1 789a 07 87176c4a4760 3b99 09 09 08c20b2c9a89 f f
0 1 1 89a3 07 4e96ed81182b 8008 0a 0a 803003200781 f f
0 1 1 17e4 07 3911a27aa9d4 7261 09 09 2bd0583e0203 f f
0 1 1 5a02 08 04d2cd854099 0708 09 09 a0089169fe08 f f
0 1 1 6bdd 08 50861128145b 212d 09 0b 3c908b28e6cd 0 0
0 1 1 61f4 08 6896018c92c8 0c88 0b 0b 00824a801408 f f
0 1 1 122d 08 21504864d242 2854 09 09 21020024cb13 f f
0 1 1 5ac9 07 6c4c9650121c 5068 0a 0a 3c1818250441 f f
0 1 1 a4e0 07 4b486c79bb17 4d7b 09 0d e41664349433 1 0
0 1 1 8943 08 8d851c07222a f256 0a 0a 44900824130d f f
0 1 1 1574 08 0422448e1860 2a01 0b 0b 260209001041 f f
0 1 1 1850 07 6952ad512e62 065f 0a 0b 180154841ad1 a 0
0 1 1 014c 08 e4925908c642 8468 0a 0a 760058512849 f f
0 1 1 128a 08 151388281308 4448 09 09 092540875288 f f
0 1 1 a823 08 28920110a4c9 293c 09 09 43284b24a6c0 f f
0 1 1 0020 08 2c01d225a460 0802 09 0c 306a04e7868a b 0
0 1 1 ea86 08 45827164a51a b4b0 09 09 29c642c69f92 f f
0 1 1 a582 08 7100526c0090 e845 0a 0a 28920109046a f f
0 1 1 6035 08 0cc44b019681 0845 09 09 0012a04432c4 f f
0 1 1 91bf 08 911663c4c651 24ea 09 09 02b0d745040c f f
0 1 1 4970 08 45894b351650 1024 0a 0a 23120009a855 f f
0 1 1 e524 08 98d45491b252 3413 0a 0a 063041bc1019 f f
0 1 1 9d04 08 704281401990 b819 0b 0b 289800002401 f f
0 1 1 4954 08 088401559648 aa2a 0a 0a 6c8210148719 f f
0 1 1 01a0 08 0a30c121208d 0de8 0a 0a 040254248809 f f
0 1 1 9bfc 07 ce9412917268 4902 0a 0a 04e242049011 f f
0 1 1 1c24 08 04935420a243 64d0 0a 0a 088080389e10 f f
0 1 1 60e9 08 2594a565a212 5002 0a 0a 645200008068 f f
0 1 1 6a84 08 4aaa8930855b 8f44 0b 0b 80028c050047 0 0
0 1 1 30a0 08 0490a1e88489 0819 0a 0a 400e0040244a f f
0 1 1 70b8 08 091ad2812219 1986 09 0c 19163c27064c e 0
0 1 1 004c 07 398421660585 2708 0a 0a 050a4e000609 f f
0 1 1 1b28 07 c915a64a444d 7052 09 09 05924a0b3e18 f f
0 1 1 5ca2 09 442502650048 1e79 0a 0d 6175490c9401 a 0
0 1 1 d8bd 08 4874424912c2 6870 09 09 5d36b237cac1 f f
0 1 1 aa55 08 6d02a2141049 89e5 09 09 6628224ed502 f f
0 1 1 c27e 08 2892940db511 9ba3 0a 0a 24968a408c51 f f
0 1 1 26b4 08 05948be8a844 4463 0a 0a 0830d8051c8d f f
0 1 1 1216 08 31c4d3ca271a 3144 09 09 e112425094a4 f f
0 1 1 e2c9 08 2949d08d960d c660 0a 0a 2680880c8052 f f
0 1 1 280a 08 4504408026c9 b918 0a 0b 80e20126d262 4 0
0 1 1 822a 09 24004a009220 1011 09 09 22229668b044 f f
