1 1 0 19f3 05 6087488454199b7cc854 0000 0f 00000000000000000000
0 1 1 2793 06 080a260e82289c20c54f e985 08 0ac2a484a3215483c802
0 1 1 3fec 05 91bcb3fdddd2046f8842 f8f9 07 1186960f673a9c714da5
0 1 1 6699 06 0962120590310c10a025 803d 09 0814e089201586718c01
0 1 1 0e48 06 60323818a20316f4186f 3035 07 fd60440345119e70880b
0 1 1 7120 06 6a4b428303588ca0968e 2349 08 104c20c4f0028601b042
0 1 1 a440 06 0d58b4408b12ca31090e 9980 08 d95ef29c0618140484a0
0 1 1 710b 05 12dcc329cbd825572357 9392 07 7840f3c882380813aa61
0 1 1 8f53 06 6a0c3710e12a107994a9 7300 07 104885bde548198501e1
0 1 1 e92d 06 b9c4f1ad4c48481540f4 57ca 07 010ec84f1e305cd3bd82
0 1 1 35ff 05 874f06a970155091d82c ca3a 07 69786418434b1017988c
0 1 1 5078 06 815c422d0564bb021428 4eee 07 0648266594206709e622
0 1 1 a0cd 06 08cc5290493ae2910caa 72a1 07 a2925b748481688558e2
0 1 1 2961 06 4586dc00c879881129d0 a48d 0a 10420004001000210811
0 1 1 d635 06 10ce851907124c44c0e1 598e 08 4850520b2711d0518cc0
0 1 1 9bf8 06 6b4481490b5392148829 a03f 08 28063109c02a82221074
0 1 1 91eb 06 08d65609f4141a041481 235f 07 83431192450040730c30
0 1 1 4400 06 8907b80c1210406225f2 f9ba 08 2862f48430580511d04a
0 1 1 46ad 06 09ca26850d3a482bb0a3 3c0a 08 7508228c21010e0091c0
0 1 1 a059 06 194cb581d004e823ac68 03ab 09 00401008214806031499
0 1 1 af24 05 1854e231c8dddae489c5 8545 07 330332876201041bb4e6
0 1 1 3116 06 6962958c04329671ac25 5875 08 898c16942d2f8813c8fe
0 1 1 389c 06 0854518861658237052b 8267 07 1cd35e8503090e01989b
0 1 1 b00b 06 2a8e3690444400720862 ed35 08 c94e33146302c3018c03
0 1 1 524a 05 c8e5c99db32a525ad5cb 900c 09 1808538041090e41c804
0 1 1 b6bd 06 185c218423400698ca30 8abf 08 18a420bc66401c162022
0 1 1 dfe9 05 99233ba465f9d494c3c9 f22b 09 58621004221a82555443
0 1 1 749d 06 265220883d38862305ac d672 07 37c4a19180684a2ea044
0 1 1 d850 06 2bcc211c9a7b14528864 fa58 08 4c46d420ec0b470b9449
0 1 1 4570 06 02d05204a334386434a3 11a1 0b 08001004010803708801
0 1 1 6b31 06 5382d20888318c3b090f 1aa5 07 04c5d1cc2618e2100962
0 1 1 cb63 06 406862246aa2da202c68 3ca2 08 0051c685206108201c20
0 1 1 4f3a 06 d392f188a109047d0a20 1d81 07 090e653586b8814230a1
0 1 1 0542 05 61e6a253ec609ae1207a 5233 08 086e4000c1800a1068e1
0 1 1 acbb 05 c2a4890c9b49612e6f33 10e5 08 780a1308201058109261
0 1 1 d643 06 2b8a411a814886419222 1c55 0a 000161840000c8308423
0 1 1 fc10 06 5c84f13d5a680aa09488 7013 09 76044080201886102429
0 1 1 d32c 06 a09cb009475894338e27 086c 08 001e21002c399403b383
0 1 1 9e2d 05 2b46c6455791a97a20bf 0fe6 08 4c4017a0a555c3219062
0 1 1 23a9 06 138e823ce221da78004a 41c0 08 01a614184159000580a2
0 1 1 e9f0 06 8a8a60806712b2252033 b7b0 08 3a0222ec252145038028
0 1 1 9190 06 a2521224063122280436 1302 07 2956208794ae40e30d40
0 1 1 1527 06 51d853058b1389298d70 0949 08 01780620011302c2002a
0 1 1 65cb 06 19901748b6208a308444 0b44 07 18881d306910c8007c21
0 1 1 b3b9 06 2086e3b0e4604d12a8a7 8396 08 0d568624412888400ca1
0 1 1 2090 06 2a077488872816520888 5018 07 410066d0a003a16209a5
0 1 1 fc4c 06 185024542028cb032ce6 8780 0a 08c6300c611826000001
0 1 1 1036 05 05f8f5282b1e0f8cd1ae e140 09 194a03508510880184e2
0 1 1 dd79 06 198c87308b0076739d48 70a0 07 1207494c460caa308c22
0 1 1 99b9 06 3420434c5168cb11e585 09e0 09 100c1181012274020840
0 1 1 ae92 06 3c982310e96804610281 f55f 07 12c850ce66b8808109c8
0 1 1 e1d7 06 7d105b9e64c1c115118b 48ac 08 295992a49512d800a440
0 1 1 40a5 06 83822194c33bdc16a525 4032 07 03900860ef000a132cf1
0 1 1 ed6f 06 4666c5a40a284ebaa090 c296 07 0b4b51aa65798aa99e43
0 1 1 a266 05 835827b470440e1faa01 9476 08 c2444297c031c6118902
0 1 1 aa62 06 48c4b118c329d562d5ee 80ea 07 5010b7a1c15c48008625
0 1 1 5577 06 a34652bfa842985308e8 6183 09 08440300330800510482
0 1 1 dd38 06 1a1086a80658ef3c1b12 700a 08 1058b4800203420702a0
0 1 1 0b88 06 0140299ca27a1c620640 8326 0a 080011a0e41345700440
0 1 1 c1e0 06 2accf1b0c61a08c26d6c 882b 08 688c03103048825091a9
0 1 1 f810 06 5b088194c219c4348010 0002 08 19000304047a01003420
0 1 1 1578 06 38dc51bba60988f2a952 12f9 09 084c200061a942208485
0 1 1 b75e 06 13c431c04401426598cf 5621 07 0ae2d004e530885e0588
0 1 1 f1f1 06 890c92fd8e2a4a700949 f9e2 08 08c3e3004208c2121cc1
0 1 1 859e 06 a1d243a20a20d034c4e0 8926 09 2002b18482283e311060
0 1 1 d199 06 41c9551a4c7082251ced 3c0f 08 482cb9082200040a2983
0 1 1 8c51 06 404b523c056a84160c48 3ce4 08 022b2109442942778881
0 1 1 80ef 06 3c46009ca738da73c48a d588 09 606c400c0128c2038021
0 1 1 ca8f 06 518014c1e81982481206 f88a 06 5f6c3751675282a81d20
0 1 1 8c64 06 0912922c4019ca7048e7 209c 07 0b0d23214228f234a453
0 1 1 42a0 06 1b41019d263886120222 2082 09 1902001c2ae048103c20
0 1 1 08f7 06 580c7604400b16f81d50 7b9a 07 0da90108da204530c121
0 1 1 c169 06 0c0a189e4d20d532922f 1580 07 395e918c49d8590016ce
0 1 1 a6af 06 3182869e081542c70761 2e33 07 3552f084eb29783186b1
0 1 1 0bee 06 38c2d134cb510817d121 b430 08 10844b154d1908310c21
0 1 1 3e0e 06 00d625a8670066830d86 867f 08 084623104102c2a1cc30
0 1 1 1e6a 06 18467160c21b02750191 aaa7 06 52343085b86d98107dbd
0 1 1 8f6b 05 8bbf76e56a19c941dda5 9158 08 21c25204411b5c1211fe
0 1 1 2495 05 2b5c728d01080ed20fc8 a3e5 07 1304421504a6047084a2
0 1 1 ae29 06 605843402889a0141a41 4aa0 08 994810848119d8f60563
0 1 1 c833 05 4c46718d3c631dbc7944 36cc 08 1082b32848a2c010aca5
0 1 1 c01a 06 241a409821214f031470 564a 08 7940c00461299a022ac3
0 1 1 6b58 05 3c359dbd4b38556292e2 5e41 08 8c90b8a0f30a12500001
0 1 1 1f89 06 a8d25394837206818828 4a85 08 044233b4412a82731009
0 1 1 1f87 06 04c4110e24404002b025 c3d8 07 73d6e680c23093d3000a
0 1 1 488a 06 02a8328dc508a051a0f0 950e 07 d9246d14033840178941
0 1 1 24a0 05 9b517c302733bc349dc0 f004 08 60846280b5400c609862
0 1 1 70b8 06 43d8d124251147260c0a 5088 08 40621098e6184c049500
0 1 1 5555 04 cabe47152a1bb08f4538 6476 07 2b24268c7010f98b4de4
0 1 1 feda 06 319083945408c4571e79 152a 09 990241982180c2010c21
0 1 1 e434 06 a9c44090a7291cba1428 fa24 07 f92a52a664101694d0af
0 1 1 a44c 06 7354263ea40246d81105 9ddd 07 73485137cb768cc49831
0 1 1 80a1 06 090216284b5a84469491 1543 07 08c55295c2314fef8827
0 1 1 43e0 06 1a0a3038cc2b48c88d2a 0a75 08 22e4438880184a380c0f
0 1 1 ae4f 05 78c6ade1c8e8f0b44b26 2d95 07 3008247124d987a78c68
0 1 1 a912 06 2414b6464709826411e7 20cb 07 1944a464743218011524
0 1 1 d6f2 06 cc8210904e6114942d14 407d 07 045ad639200106450902
0 1 1 102a 06 8158b5c81740060281a0 caeb 07 5ca85af06428d2468f42
0 1 1 644d 06 78de05040758c8124504 8d96 08 73802184042080320ec1
0 1 1 a059 06 718ce0d0e11bc4a60c63 7336 07 296810802211a81204c7
0 1 1 a600 06 3a1004092f28a8841c42 6d55 06 daa553a13d2104311d26
0 1 1 8245 06 41c7c53a26a84c4394e7 8370 08 28406284611062329549
0 1 1 f9f9 06 0ada81347789da298ccc 6121 09 220a9502410044110401
0 1 1 aeab 06 348228b892618f80aca5 86ea 09 2806701421f582008c20
0 1 1 40af 06 750802058628a01b203a 8626 08 23028168a270d270c842
0 1 1 117d 05 100ca0b3b90882d7be45 3fde 08 6904438426190ad19aaa
0 1 1 5f7c 06 09569b18a26118112ce1 3f39 07 2b0a6290741a04784108
0 1 1 6058 06 3c4a1409430300d500a4 a628 08 5804d188292042165c05
0 1 1 5454 06 8a0cc408c148cc63bce9 f367 08 111ae004e21494008842
0 1 1 8667 06 1284c20620898281ad83 270a 07 908e26916479d90a0042
0 1 1 2bf0 06 01a23358d71310722c2a 032d 09 020000842208c2609035
0 1 1 c8d6 06 58caa5050141ded804ed 4c8b 08 089803a0eed8408b0462
0 1 1 404c 06 a2dc6300c10a42b3ac0d a814 07 28860208c5204b78ad3c
0 1 1 05f2 06 68835ab54d1898910264 504a 08 0f803804a10340059023
0 1 1 c51b 06 a30c6490292dc2a43586 0942 0b 10000080210080000300
0 1 1 279a 06 2918a211cb089460ea20 fa56 08 10844084470900314c56
0 1 1 e595 06 51508204ea53db04d627 2a01 09 092a1184430880618423
0 1 1 5a7a 06 084c25830223c2140420 1e1e 08 140411589188026a2061
0 1 1 8ac2 06 12032884430a0a005c63 856c 08 238a00a5615490380441
0 1 1 e3bc 06 49cc5300f0db484198f2 4448 07 1b0a54b0404369c40d05
0 1 1 0e16 06 9312874c2022484008ab 29bd 07 5876c406080846733c63
0 1 1 1890 06 0d567508a152863339e7 0802 0a 00403900022006000421
0 1 1 aca2 06 501a7210ac14840010e0 34a0 08 00983314218954169002
0 1 1 987b 05 0b0033533328a4372e09 ecc5 07 52048488003a582286a5
0 1 1 d8c1 06 0b4af39423360c630c42 2165 06 5895c5b3e3ed19410d6e
0 1 1 1241 06 34ce338d920986441561 a46a 07 085ec05dfc2872660532
0 1 1 ebc2 06 b8483309a653c4d19ae9 1724 08 2028420441031026a112
0 1 1 241a 05 3b1482ac963dd5c4056a 340b 08 0122709403ad06010126
0 1 1 8a12 06 690a11a44271d4f29e2d beb9 09 22441884221004530403
0 1 1 7c29 06 09322128475482213984 aa3a 08 69424580610d042419e0
0 1 1 3ef6 06 60da40ac4931841385d3 2db8 07 185046e4bc30ca4b0526
0 1 1 74cd 06 185c10184a4b443a1404 0902 08 00455124c90144700040
0 1 1 2c84 05 67119dd6635d9060ec55 26d0 08 2888001c4022401f08e0
0 1 1 3d4b 06 005043414780e227c188 1302 08 3905220061580a109643
0 1 1 2ec9 06 738832c0631a00a3248e bfc2 09 784441904a0a4e10003c
0 1 1 1190 06 3162a591cb1404db36ab 0819 08 48004e80235102438905
0 1 1 b100 06 1946809c4378f07101a4 0046 0a 07420000a00044000422
0 1 1 6b63 07 148411186650c2119ca2 2708 08 004c0cb0500102050823
0 1 1 697c 06 2102e71d854c18a32925 6057 07 19d20798ab18a6891583
0 1 1 bc42 05 288c33b1c4cad63563d8 1471 0b 0802206c000042100001
0 1 1 9d43 06 40e8a4a0ed6640029aa2 68f2 08 0d4a7312450a1a839101
0 1 1 ed84 06 40aa72b4457186e00903 87e6 07 408a2188320a6cb3e421
0 1 1 718b 05 85a3151a244d47012b73 1bc1 08 0040550c4440803988e4
0 1 1 ec41 06 3d0215a8a03ac4a300a3 c573 08 0b82f02d42005c17b4fa
0 1 1 1493 06 284cf988603a465310a6 3554 07 e8904124a7d240408c8e
0 1 1 9c12 07 1944708cc018c6780840 8660 08 08a43014e002880010e7
0 1 1 a95a 05 0e8e1939cce1cd131701 bb18 09 3804d1002108db511984
0 1 1 8f0a 06 0e0cc72a502880c194c2 1015 07 1868331d38a8d1110408
0 1 1 0364 06 c94824d4a6019101942d 0bf1 08 410071990539102583c9
0 1 1 268f 06 a1c2a614901842342543 345b 07 63827709610bce6148cb
0 1 1 c1a1 05 3b1a063e872ceae618b6 f3ce 08 245c4104412356108522
0 1 1 f47f 06 835a430829444893d4ca 33b3 07 0006273c2f22822806e2
0 1 1 3781 06 38a070952629400990a6 067b 07 1895231dc709c6238de8
0 1 1 56e8 06 58c0268d401556b204c6 b739 08 0882228baa58c3208c2d
0 1 1 efb2 05 fbd1787309c14873cca6 c4c2 09 1042f0901208481004e5
0 1 1 0295 06 094d561d0b10c2a2358c 0fad 08 080abd08815c92241961
0 1 1 916b 06 1c049388050bcc4125c5 4049 07 25acb05100204655e912
0 1 1 6620 06 2b1c0328ab080e434841 5618 08 2108920d0108e6610120
0 1 1 0e1f 06 1494729d2b08c8692da6 2011 09 0044428cc32484428041
0 1 1 96f6 06 104aa085295a83302042 a28f 08 4848019d73395a2484e4
0 1 1 7874 06 89d21308469082109063 3e28 08 b08210a1210008408c87
0 1 1 fa7e 06 0aa8169c64289c1104c1 3c0f 08 80c310d0600184a3946a
0 1 1 aba9 05 eb0b4883292bb03f2904 6289 08 08864200202043528805
0 1 1 a14d 06 300217146238e2609803 0836 08 0480728c60005252116c
0 1 1 e79b 06 ba1c7a20ed085824044e 9bc7 08 208223a085e9007508ea
0 1 1 7e2b 06 104eb235896917120642 41c7 08 2782a09c051ac2022061
0 1 1 9c52 06 40c68324ea59d1853102 1643 07 05402cac805f5a60a823
0 1 1 63c8 06 538458004c58d401840d f28c 08 0b865380a77c454284a3
0 1 1 66d9 06 2a84e1542a118505040b eead 08 406853144440c3379c81
0 1 1 a44b 06 4a160540c9324927d146 3490 07 4398d4a002294a38c409
0 1 1 8980 06 58527694a74890e716a3 0f26 07 7502b7b1cb50045a1d41
0 1 1 eb97 05 77d76a1682e9e976c0e2 087e 08 804030884b404a22da49
0 1 1 415c 06 719474148d39293385d4 cb7c 08 18c8c4012210c6676504
0 1 1 10e1 06 709881cd275ad824b103 854e 08 1880218c663066a80462
0 1 1 3206 06 128e511d312086d3844d 9907 07 39bc6d000c11660b3542
0 1 1 c3ff 06 3490e5861b291a6494e8 6801 0b 08440080010004004861
0 1 1 3ab5 05 42e0f28a4c9984b4dcde 9ced 07 c01691d84a1355734439
0 1 1 a1c4 05 73e91c2bcc5ad050947f 175a 08 18c02b04e130c032b863
0 1 1 aa0d 06 3a920540456b422b3025 2928 08 00c64090680246108c57
0 1 1 b067 06 223a5329e40912669561 9167 08 080680a2084d844730ea
0 1 1 5005 06 388ad408cd12217599e5 40ab 08 29ae6018c0404fe08445
0 1 1 d60f 05 08bb04618ca911b7c848 a67d 07 0a9cdb4d3201ae2084a9
0 1 1 211c 07 81822008022040a20ca0 0d8d 07 018858092e1dc65a94fa
0 1 1 c8c5 06 4442da046cc9da40156a 1948 07 0b85508c44029490e181
0 1 1 592a 06 53d8f40d0671c2732472 7562 08 3e8412d94700da67aa24
0 1 1 849e 06 b21d040522e296a81582 52a4 08 1c88618341380840d042
0 1 1 9d0e 06 399c6089876c88f510ec fb9a 07 1b17043c49fc00e24065
0 1 1 2aa0 06 0806829ce4711303b948 9444 09 11121110201842125461
0 1 1 1c03 06 1818d1190243e021b52c 8080 0a 180000074c1804128000
0 1 1 a2d0 06 7204c494c32b1b4288f0 281a 07 388ee44b025c9c540100
0 1 1 f01b 06 33547155880ac482990a 07eb 07 29880d0862bec2f8a021
0 1 1 2c00 05 13a8c63c95d888fc6e41 4c1c 07 249208e888318838bc06
0 1 1 c921 07 61ca0290661042788d67 e6ae 08 48a83268222246091c41
0 1 1 0b63 06 18d3739926318b1495b6 a490 09 10063004a43046108221
0 1 1 7b2a 06 22c467a1aba88b36a82c 686c 08 404ee556464510010c05
0 1 1 6ff6 06 0a48448d103182408da7 b601 07 1002608ae25556278045
0 1 1 d838 06 2a22320c0208965345c6 00ec 08 9a0000042044c40110a3
0 1 1 e268 06 659e3194e809d810a58a 6088 0a 16462000601000008840
0 1 1 859f 06 a8b40a506e6889139544 3e90 08 185c541283504467844e
0 1 1 011d 05 43121395324e9849c155 5720 08 28ee101c631887221c2c
0 1 1 5410 06 29064040079a0288a405 23d4 08 1046a28cb51844138c22
0 1 1 91ff 06 1918b1a04440de338a4f 862a 07 139370584102a0213c4e
0 1 1 389d 05 7361fef5504a274fcf58 99e4 07 b0cc94a442bda8011e8d
0 1 1 a661 06 804a64b0ac214cc229a7 1e10 08 02424418472684200181
0 1 1 2584 06 706aa110033b84c01d45 b479 08 2002540d47184474cc41
0 1 1 0974 06 7122e488450906401c04 8188 07 100423cee921b211ad2a
0 1 1 22ee 06 720b4805a072a3333052 1c37 08 390c5110490008332a44
0 1 1 4ae1 06 5b58358474720823006a e2d5 07 31c382b7656227963001
0 1 1 031f 05 39c26c1605231d031137 c12e 07 40d01ea884121f1143e0
0 1 1 4e93 06 11001109d018c6848f89 3008 0a 084431002100421b0403
0 1 1 db6a 05 263d4811b608ed230482 9514 08 108dbb9544410c11b8c2
0 1 1 c640 05 8a464c9e926a57058a25 01d4 09 29c021080430c0426020
0 1 1 897b 06 190e17b90102152305cf 1c05 08 0194122e09219641a9c4
0 1 1 c3cd 05 1242ace3c47887666b27 a6a5 07 0976040520444a300a81
0 1 1 27cc 06 4d185308e754c272184a 6d99 07 b2560176a51800bf946c
0 1 1 2e57 05 065844cd2cd884d05549 61e9 07 0842822faa8744a51854
0 1 1 0972 06 3358f310749903571964 4dc3 0a 0040208822c116000421
0 1 1 1874 05 b5f304c19d43fe4073ec e7a5 08 1086640c213044231871
0 1 1 a30f 05 a866172b992e602e5d03 3203 0b 00061008240800000038
0 1 1 73d3 06 304e2086691c86e7a986 da48 09 10c2e40041106d118440
0 1 1 a952 06 48430289045426202842 8a05 0b 0800118020080020081f
0 1 1 055b 06 5210d12d453b0e357508 8e22 0a 3880108c250808001721
0 1 1 4b91 06 121e960ce674c01380a2 0081 0b 08446100000803600001
0 1 1 bba2 06 499ae504235144e28d35 61b3 09 00c86000060845010c21
0 1 1 ea05 06 1408c2bcf80b0e349824 aec6 08 88c20684eb13420a89a1
0 1 1 f04e 06 3120e008e470b02d0840 ae30 08 3904339862a01ad698a5
0 0 1 f04e 06 3120e008e470b02d0840 4368 09 08c01002c3f88e210002
1 1 0 6306 06 4206a3aa345416181996 0000 0f 00000000000000000000
0 1 1 8257 06 1984c20182010e474dc1 a8cb 0a 20044080a01044008030
0 1 1 9274 06 605ce28873a042659da6 4120 08 488a30082b0316f007a4
0 1 1 5813 05 2db2d830ea10acf9bb7a b284 09 248a718421192e300c03
0 1 1 14a6 06 3a4033062e308a80b105 aed6 08 11120e8505798ac35441
0 1 1 2725 06 29d2529087304a421079 f55c 07 1144e25c0d0300c1ad25
0 1 1 62bf 05 18ed835545606f669b94 f07a 08 20447b2428288211aa23
0 1 1 8093 06 396823b103094ce130c3 11e0 08 489f4024644ba2103143
0 1 1 a344 05 1c16440375512e7ac0af b7d9 07 f0422109c17042735da2
0 1 1 32f5 06 005e4030cc4197312846 a00a 08 28b62120411845208c24
0 1 1 6347 06 4290c329d2189e40b546 4cc7 08 008c31918240e320ae4a
0 1 1 041c 06 3908d5b0cc2326f44865 8028 0b 080200804000020e0400
0 1 1 3f42 06 1322c5958429d906cc27 08eb 09 124405a0051066012c62
0 1 1 46c3 05 0997c3490c810ac7ded2 1d8f 07 0140b1ada18a53876681
0 1 1 b2f7 06 70c69140462aa9002941 000a 09 1a80308fe00800011121
0 1 1 c703 06 5a08909924200c826527 b2eb 09 d0825084802202208c61
0 1 1 2c74 06 014254ace04883111dc2 0ed9 08 18c011182e2440319042
0 1 1 7c70 06 8914513121698a6589aa 161c 07 58e9701dc519beb89fc2
0 1 1 d04d 06 5a4a3308d21864241c42 7ebe 06 f0aad11d0315c2513580
0 1 1 5d88 05 0964b3d8b2aa5369d9e4 06fd 08 3942b084414108418ac3
0 1 1 8c6d 06 69c847a507549832856e 527d 08 004352990429125dac25
0 1 1 0558 06 18d420a221328b1618e3 ce99 07 6c820790c04e8351fac5
0 1 1 2c11 06 021a44104b895e708049 00a5 07 0488f082ac3ed230d3e4
0 1 1 26e7 06 02a2b422a53082e7a42c 4e83 08 18865289412dc03624ad
0 1 1 60bc 06 22e02138a608c5112422 403d 07 4a302144011004b0aa41
0 1 1 4c06 06 2ae2521c8109f200a0c9 e49d 09 15c2001c026046610423
0 1 1 9b5d 06 2904810a631152549d04 b595 07 5bc6820643b0f47070c1
0 1 1 0d51 05 039c1d10fe22e82c9a28 31b7 08 24ae1084864a04700c21
0 1 1 8cab 05 18803d24ab248ded99d7 9445 08 404e2289290222251822
0 1 1 b00f 06 105832804101f2f4ac44 2b0e 08 0a08428025e8c002c1a1
0 1 1 c12f 06 a08281400f308635116d d3a6 09 8248118c411808000860
0 1 1 3ed7 06 2a62e2118188504a0961 163a 07 884275b7c10146123c61
0 1 1 00ef 06 0a408420e71c4ea2c843 b085 09 18461008251080225c01
0 1 1 7573 06 11c431a62d3997249693 34cb 07 da4ae0114b08de708883
0 1 1 1747 06 1b58e41542c8c027ac22 96fe 08 082452302c3046828501
0 1 1 2aaa 06 35c751088c3884551528 f499 08 084e10a721195021a12c
0 1 1 bdce 05 959f7b8613799d78419f 0d39 08 32c4445c460082210201
0 1 1 3ad6 06 18dce50925598c965c6d 0450 09 1000a18c2311ae100403
0 1 1 e5cd 05 170296fc3520a4109d02 59eb 08 00c825c00a21023b05e1
0 1 1 1050 06 210240cc820144702117 e118 09 1d442300011040211d84
0 1 1 05ac 06 08dec4354c2c6418ae62 9438 09 20c05104231b05f10021
0 1 1 01d0 05 edc6369e88e8cf2323ee 59d4 07 2864456c3d62a825253e
0 1 1 2b78 06 311a0081412c0b152142 99f4 07 12be42a82b099a321866
0 1 1 d340 06 42ea390829a2a47b1d11 3a3c 08 5944e3a4c5024d118440
0 1 1 80bd 06 281f3448013b02f41c01 002f 09 0048300c40002e118845
0 1 1 30d9 06 91b0b09c263b4a48a50f bc12 08 080211850c10a2d21915
0 1 1 40c0 06 154408988a8308201480 32ef 08 20289001211984248422
0 1 1 37f4 06 021a63098e72d776b96a 327a 07 50381009032606f25560
0 1 1 e09e 05 28e9c005a2c89552c0a1 0d35 08 904e0119211188180801
0 1 1 5352 06 50c0bc104b094e2108ef efa2 07 58e751f8e766a1820a61
0 1 1 7ca5 05 754c45ccd3ce1a40a2a6 f5d4 08 508c249e42121e601566
0 1 1 d10e 06 2140c4a4ec40e04234ea 6e80 08 088c04274831c67b1007
0 1 1 6d63 06 8b089690ea59094144e8 c665 07 226a291046604cb019c3
0 1 1 6509 06 31cc801886b04f55b046 2a64 07 946a41802201ce984c54
0 1 1 dfae 05 1e852de672a00ae6160e 8f92 07 c2ca55bd952786378dc5
0 1 1 a91e 05 e1c446473f300c1a0b05 70e2 09 0083a408600e06101483
0 1 1 c58f 06 835e908d02328d030423 86b1 07 8282284125f8ab46800a
0 1 1 ef7d 06 80a48111ec1b68858446 79a6 08 1a04c19c43d0440004ed
0 1 1 71c8 06 6c66e3204b134f60890e cae8 07 2c4ca30c6a1884e8140b
0 1 1 9613 06 3d2a36b1f3618440942a 7acc 08 10421884a120c6010407
0 1 1 5076 05 6cd28460e1a45250b136 0d84 07 58407084451d4a744c00
0 1 1 6c30 06 508832a4e29894c888ee be21 08 1448309d000246032449
0 1 1 892a 06 3360c30cc91206594502 4b04 09 09823280655866021ce1
0 1 1 79cd 06 11e2508c6a120a524c66 9522 07 f00b352a09c8a4311d62
0 1 1 2fe1 06 508430854a11ac72114e 7254 0a 108631002700ee100420
0 1 1 820f 06 49c0279c891040320613 6255 07 4586a122627962331a22
0 1 1 e968 06 81263684a14c522299c5 058d 07 2a9a54d0613008167d6f
0 1 1 f56a 06 688e222dcb38b00129ac 509d 07 16aa6088c428d2bc8e46
0 1 1 6d6e 05 48b42d95e1161aa2c600 9c68 07 08a28538cb038451a8b8
0 1 1 0785 06 6181093f01101c9035e5 7afc 08 1090488060158c624026
0 1 1 dbdb 06 14c4188027110ed78046 7e08 07 b95e2630200b56108425
0 1 1 9c5f 06 7000a0c88b189830a142 9819 06 c04ea198e75887e1ac28
0 1 1 e716 06 814c5121264500359669 3004 07 00d01b0185109282b0c5
0 1 1 fc4b 05 927168664f50eee19a11 0093 09 00422084611004c00627
0 1 1 d86b 05 13ae51a95348d8bc4473 0b2e 07 124406a647380b84e950
0 1 1 4031 06 135d6288825a5715a0e5 12d7 09 28c024922120874085e1
0 1 1 21d4 05 1c48c42b624cc899b281 c9d2 08 118021bc4509d01026e1
0 1 1 1936 05 411ba5392578ff7a2829 2800 09 104410802101800e9427
0 1 1 5d11 05 730a8219a4ff8012cd61 2096 08 1952630143a91070a511
0 1 1 1edc 06 51c816aa282190810503 8b51 09 fb881100491044104463
0 1 1 1319 06 28846506617bd3741ce1 842b 0a 10800184002064108023
0 1 1 95e5 06 1b0060a24b3ae0a33184 0f6b 08 20040094232166358e01
0 1 1 708b 06 02c44221126500d8210e 3a49 08 108630894090d0012ca9
0 1 1 dd39 06 4182c4313318d41090ac 970b 07 12a81504b00104d40ff7
0 1 1 8546 05 32844115950bb9d84552 7c11 08 18f01208064940320021
0 1 1 43e7 05 3529531b3b2a90002cc2 5115 08 041712084100438e2c81
0 1 1 2745 06 009006a82638c88815ec 0603 07 3e38282068001a90b164
0 1 1 9c7b 06 08ceaa09643ad8459dee 1129 07 078831cc233a66420026
0 1 1 a5a3 06 1844e19528624e5914ab 4455 0a 085200842107c4100844
0 1 1 1c67 06 39d82708c11ad918c4a3 010c 0b 00c010000108001b8403
0 1 1 bc2f 06 131032a529418c58084b e04e 07 795d728c1c6ce85911a5
0 1 1 38ca 06 242306a522b10c17ba4f ab52 08 3a1241904228c0e3c042
0 1 1 2c7f 06 39969b1086485643c8ac 6e23 08 129490964800c8079901
0 1 1 5d98 06 48702630b720d8c63802 dcda 07 34c423ee2b6c11213444
0 1 1 8b70 05 6ccc84e4b30898813f46 3e4e 07 0a5821ba3022d2b08434
0 1 1 805e 06 198b3184d25040b384a4 3819 08 08423598663007a30482
0 1 1 6911 06 90444191a3810ad21906 34e1 09 1882101004204e480c41
0 1 1 00dd 05 760720145079b48787dc b00a 0a 2084105c400000118c81
0 1 1 5b7e 05 eb4243c83fa2dd2eabf4 5645 08 3c8023a4e83892000c86
0 1 1 c679 06 50c20918c1237c839890 6de0 08 3982021423e84c028cc1
0 1 1 84ec 06 709224450e285725b969 1102 08 1066503c2114eca08ec0
0 1 1 8acc 06 598130844320c8749d22 0610 0a 0842110c820005600020
0 1 1 ddbc 05 4369e2d8e22d12931a82 59a7 08 014491700b1a50a014c5
0 1 1 b833 06 620eb104ed2254289442 8c88 09 084a12881920c0020000
0 1 1 38c6 06 730855202741060532e2 f0dd 07 75c450d8a398c8e19c22
0 1 1 7352 07 31ca10402a1944619062 182e 08 58d01204604891c0d08a
0 1 1 6a1e 06 218cc1ada32a304294ab 7282 07 09031229cf568a010065
0 1 1 41fb 06 5ac01411e83b38933986 ed6d 08 1044d0ac081b531188a7
0 1 1 b028 06 698ed33d1429cb71c807 fcd3 07 890c628d183996818441
0 1 1 223d 05 78cd167d5b211859b035 302a 08 0192104c8898da67a044
0 1 1 4384 06 2298e5584b809eb114c6 a637 07 d214b31a3d505d0331c8
0 1 1 6e7c 06 1a46c408812ac6714c67 2c28 0a 18020085010044190000
0 1 1 6c6b 06 01d452884790d29c08a8 5229 0a 08802080410002290001
0 1 1 a5af 05 9b489184819250f54afe 4641 06 20480bba694f3414e5a6
0 1 1 ae2f 06 180414b081410d318c82 e972 07 d15aa291f6a9e612ee85
0 1 1 009f 06 149d381109140881c0a2 8b64 08 0c460484620b58c00824
